"Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","ESTADO_ENCUESTA","RECO_DIC","grupo"
"08001",2,1,1,6,9397,1,1,1,NA,0,"08"
"08001",2,1,1,4,9431,1,1,1,NA,0,"08"
"08433",1,1,1,7,9467,1,1,1,NA,0,"08"
"08001",1,1,1,3,9497,1,1,1,NA,0,"08"
"08433",1,1,2,3,9757,1,1,1,NA,0,"08"
"08001",1,1,1,5,9758,1,1,1,NA,0,"08"
"08433",2,1,2,5,9770,1,1,1,NA,0,"08"
"08001",2,1,1,3,9773,1,1,1,NA,0,"08"
"08433",1,1,1,2,9775,1,1,1,NA,0,"08"
"08001",1,1,1,5,9776,1,1,1,NA,0,"08"
"08001",1,1,3,5,9779,1,1,1,NA,0,"08"
"08433",2,1,2,3,9787,1,1,1,NA,0,"08"
"08001",1,1,3,2,9795,1,1,1,NA,0,"08"
"08001",1,1,4,7,9796,1,1,1,NA,0,"08"
"08433",1,1,1,4,9799,1,1,1,NA,0,"08"
"08001",2,1,1,3,9800,1,1,1,NA,0,"08"
"08001",1,1,3,5,9810,1,1,1,NA,0,"08"
"08433",1,1,2,3,9811,1,1,1,NA,0,"08"
"08001",1,1,4,8,9829,1,1,1,NA,0,"08"
"08001",1,1,3,7,9830,1,1,1,NA,0,"08"
"08433",1,1,1,6,9835,1,1,1,NA,0,"08"
"08433",2,1,2,5,9840,1,1,1,NA,0,"08"
"08001",2,1,3,4,9843,1,1,1,NA,0,"08"
"08001",2,1,1,5,9845,1,1,1,NA,0,"08"
"08433",1,1,1,11,9866,1,1,1,NA,0,"08"
"08001",1,1,4,4,9873,1,1,1,NA,0,"08"
"08433",2,1,2,6,9875,1,1,1,NA,0,"08"
"08001",2,1,1,5,9900,1,1,1,NA,0,"08"
"08001",1,1,3,11,9908,1,1,1,NA,0,"08"
"08001",1,1,3,2,9909,1,1,1,NA,0,"08"
"08433",1,1,2,5,9924,1,1,1,NA,0,"08"
"08001",2,1,3,2,9931,1,1,1,NA,0,"08"
"08001",1,1,3,3,9952,1,1,1,NA,0,"08"
"08001",1,1,3,6,9961,1,1,1,NA,0,"08"
"08001",1,1,3,7,9976,1,1,1,NA,0,"08"
"08001",1,1,3,6,9995,1,1,1,NA,0,"08"
"08001",2,1,4,4,10003,1,1,1,NA,0,"08"
"08433",1,1,1,4,10006,1,1,1,NA,0,"08"
"08433",1,1,1,3,10023,1,1,1,NA,0,"08"
"08001",2,1,3,2,10026,1,1,1,NA,0,"08"
"08001",1,1,3,4,10043,1,1,1,NA,0,"08"
"08001",1,1,3,4,10110,1,1,1,NA,0,"08"
"08001",1,1,3,10,10116,1,1,1,NA,0,"08"
"08001",2,1,4,3,10119,1,1,1,NA,0,"08"
"08001",1,1,3,3,10139,1,1,1,NA,0,"08"
"08001",2,1,4,2,10142,1,1,1,NA,0,"08"
"08001",2,1,3,4,10154,1,1,1,NA,0,"08"
"08001",2,1,4,4,10166,1,1,1,NA,0,"08"
"08001",1,1,3,2,10172,1,1,1,NA,0,"08"
"08001",2,1,3,4,10191,1,1,1,NA,0,"08"
"08433",1,1,1,7,10194,1,1,1,NA,0,"08"
"08001",1,1,3,9,10233,1,1,1,NA,0,"08"
"08433",1,1,1,5,10239,1,1,1,NA,0,"08"
"08433",1,1,1,4,10242,1,1,1,NA,0,"08"
"08433",2,1,1,3,10306,1,1,1,NA,0,"08"
"08433",1,1,1,12,10333,1,1,1,NA,0,"08"
"08433",1,1,1,4,10355,1,1,1,NA,0,"08"
"08433",1,1,2,5,10360,1,1,1,NA,0,"08"
"08433",1,1,2,5,10370,1,1,1,NA,0,"08"
"08433",1,1,2,2,10375,1,1,1,NA,0,"08"
"08433",1,1,1,5,10377,1,1,1,NA,0,"08"
"08433",1,1,1,5,10386,1,1,1,NA,0,"08"
"08433",1,1,1,1,10392,1,1,1,NA,0,"08"
"08433",1,1,1,10,10394,1,1,1,NA,0,"08"
"08433",1,1,1,7,10427,1,1,1,NA,0,"08"
"08433",2,1,1,4,10445,1,1,1,NA,0,"08"
"08433",1,1,1,2,10461,1,1,1,NA,0,"08"
"08433",2,1,1,5,10463,1,1,1,NA,0,"08"
"08433",2,1,1,4,10484,1,1,1,NA,0,"08"
"08001",1,1,2,6,10486,1,1,1,NA,0,"08"
"08433",1,1,2,11,10495,1,1,1,NA,0,"08"
"08433",1,1,1,7,10506,1,1,1,NA,0,"08"
"08433",1,1,2,2,10508,1,1,1,NA,0,"08"
"08001",1,1,2,4,10509,1,1,1,NA,0,"08"
"08433",2,1,1,3,10513,1,1,1,NA,0,"08"
"08433",2,1,1,5,10542,1,1,1,NA,0,"08"
"08758",1,1,2,4,10581,1,1,1,NA,0,"08"
"08433",1,1,2,4,10590,1,1,1,NA,0,"08"
"08433",1,1,2,5,10598,1,1,1,NA,0,"08"
"08433",1,1,1,3,10605,1,1,1,NA,0,"08"
"08433",1,1,2,4,10606,1,1,1,NA,0,"08"
"08433",1,1,2,4,10617,1,1,1,NA,0,"08"
"08758",1,1,2,4,10644,1,1,1,NA,0,"08"
"08433",1,1,1,4,10648,1,1,1,NA,0,"08"
"08433",1,1,1,2,10656,1,1,1,NA,0,"08"
"08433",2,1,1,5,10663,1,1,1,NA,0,"08"
"08758",1,1,2,5,10693,1,1,1,NA,0,"08"
"08433",1,1,1,5,10696,1,1,1,NA,0,"08"
"08433",2,1,1,3,10708,1,1,1,NA,0,"08"
"08758",2,1,2,6,10718,1,1,1,NA,0,"08"
"08433",2,1,1,3,10726,1,1,1,NA,0,"08"
"08433",1,1,1,3,10727,1,1,1,NA,0,"08"
"08433",1,1,2,4,10728,1,1,1,NA,0,"08"
"08433",1,1,1,4,10739,1,1,1,NA,0,"08"
"08433",1,1,2,5,10746,1,1,1,NA,0,"08"
"08433",2,1,1,1,10747,1,1,1,NA,0,"08"
"08758",1,1,2,6,10748,1,1,1,NA,0,"08"
"08433",1,1,1,2,10749,1,1,1,NA,0,"08"
"08001",2,1,1,4,10763,1,1,1,NA,0,"08"
"08433",1,1,1,5,10771,1,1,1,NA,0,"08"
"08433",1,1,2,6,10777,1,1,1,NA,0,"08"
"08758",1,1,2,3,10782,1,1,1,NA,0,"08"
"08433",1,1,1,6,10788,1,1,1,NA,0,"08"
"08758",2,1,2,7,10793,1,1,1,NA,0,"08"
"08433",1,1,1,5,10809,1,1,1,NA,0,"08"
"08433",1,1,1,5,10820,1,1,1,NA,0,"08"
"08433",1,1,1,5,10829,1,1,1,NA,0,"08"
"08433",2,1,1,3,11024,1,1,1,NA,0,"08"
"08433",2,1,1,4,11035,1,1,1,NA,0,"08"
"08433",1,1,1,11,11083,1,1,1,NA,0,"08"
"08433",1,1,1,7,11092,1,1,1,NA,0,"08"
"08433",1,1,1,4,11102,1,1,1,NA,0,"08"
"08433",1,1,1,6,11104,1,1,1,NA,0,"08"
"08433",2,1,1,5,11109,1,1,1,NA,0,"08"
"08433",1,1,1,5,11117,1,1,1,NA,0,"08"
"08758",2,1,2,7,11131,1,1,1,NA,0,"08"
"08758",2,1,2,5,11136,1,1,1,NA,0,"08"
"08758",1,1,2,4,11140,1,1,1,NA,0,"08"
"08758",2,1,2,2,11142,1,1,1,NA,0,"08"
"08758",1,1,2,5,11148,1,1,1,NA,0,"08"
"08758",2,1,2,4,11154,1,1,1,NA,0,"08"
"08758",2,1,2,5,11160,1,1,1,NA,0,"08"
"08758",1,1,2,4,11162,1,1,1,NA,0,"08"
"08001",1,1,3,9,11164,1,1,1,NA,0,"08"
"08001",2,1,3,4,11177,1,1,1,NA,0,"08"
"08001",2,1,3,3,11181,1,1,1,NA,0,"08"
"08001",2,1,3,3,11184,1,1,1,NA,0,"08"
"08001",2,1,3,4,11188,1,1,1,NA,0,"08"
"08001",2,1,3,3,11192,1,1,1,NA,0,"08"
"08001",1,1,3,3,11193,1,1,1,NA,0,"08"
"08001",2,1,1,2,11432,1,1,1,NA,0,"08"
"08433",1,1,1,5,11452,1,1,1,NA,0,"08"
"08433",1,1,1,6,11486,1,1,1,NA,0,"08"
"08433",2,1,1,6,11541,1,1,1,NA,0,"08"
"08001",2,1,1,4,11542,1,1,1,NA,0,"08"
"08433",1,1,1,4,11580,1,1,1,NA,0,"08"
"08433",1,1,1,7,11591,1,1,1,NA,0,"08"
"08001",1,1,2,6,11708,1,1,1,NA,0,"08"
"08433",2,1,1,6,11730,1,1,1,NA,0,"08"
"08001",2,1,2,7,11761,1,1,1,NA,0,"08"
"08001",1,1,1,2,11763,1,1,1,NA,0,"08"
"08433",2,1,1,3,11778,1,1,1,NA,0,"08"
"08433",2,1,1,3,11779,1,1,1,NA,0,"08"
"08001",1,1,1,4,11787,1,1,1,NA,0,"08"
"08001",3,1,1,4,11810,1,1,1,NA,0,"08"
"08433",1,1,1,1,11834,1,1,1,NA,0,"08"
"08433",1,1,1,5,11835,1,1,1,NA,0,"08"
"08001",1,1,1,1,11849,1,1,1,NA,0,"08"
"08001",3,1,1,3,11887,1,1,1,NA,0,"08"
"08433",1,1,1,6,11906,1,1,1,NA,0,"08"
"08433",1,1,1,2,11914,1,1,1,NA,0,"08"
"08001",1,1,1,3,11971,1,1,1,NA,0,"08"
"08001",1,1,2,6,11988,1,1,1,NA,0,"08"
"08433",2,1,1,4,11999,1,1,1,NA,0,"08"
"08001",2,1,1,4,12038,1,1,1,NA,0,"08"
"08433",1,1,1,10,12040,1,1,1,NA,0,"08"
"08001",2,1,1,4,12076,1,1,1,NA,0,"08"
"08001",1,1,1,11,12091,1,1,1,NA,0,"08"
"08433",1,1,1,6,12122,1,1,1,NA,0,"08"
"08001",2,1,1,4,12169,1,1,1,NA,0,"08"
"08001",1,1,1,9,12178,1,1,1,NA,0,"08"
"08001",1,1,2,6,12208,1,1,1,NA,0,"08"
"08001",2,1,1,4,12227,1,1,1,NA,0,"08"
"08001",1,1,2,3,12239,1,1,1,NA,0,"08"
"08001",2,1,1,3,12381,1,1,1,NA,0,"08"
"08001",1,1,3,3,12392,1,1,1,NA,0,"08"
"08001",1,1,1,4,12494,1,1,1,NA,0,"08"
"08001",2,1,3,4,12502,1,1,1,NA,0,"08"
"08001",1,1,1,6,12545,1,1,1,NA,0,"08"
"08001",2,1,1,2,12570,1,1,1,NA,0,"08"
"08001",1,1,3,3,12586,1,1,1,NA,0,"08"
"08001",2,1,1,9,12607,1,1,1,NA,0,"08"
"08001",1,1,3,3,12668,1,1,1,NA,0,"08"
"08001",2,1,1,7,12699,1,1,1,NA,0,"08"
"08001",2,1,1,5,12770,1,1,1,NA,0,"08"
"08758",2,1,1,2,12776,1,1,1,NA,0,"08"
"08001",2,1,1,6,12871,1,1,1,NA,0,"08"
"08001",1,1,3,3,12888,1,1,1,NA,0,"08"
"08001",1,1,1,5,12922,1,1,1,NA,0,"08"
"08001",2,1,3,1,12935,1,1,1,NA,0,"08"
"08758",1,1,1,7,12947,1,1,1,NA,0,"08"
"08001",2,1,1,5,12948,1,1,1,NA,0,"08"
"08001",1,1,1,4,12960,1,1,1,NA,0,"08"
"08001",2,1,3,4,12973,1,1,1,NA,0,"08"
"08001",1,1,1,9,12999,1,1,1,NA,0,"08"
"08001",1,1,1,7,13003,1,1,1,NA,0,"08"
"08758",1,1,1,2,13019,1,1,1,NA,0,"08"
"08001",2,1,1,10,13069,1,1,1,NA,0,"08"
"08001",1,1,1,7,13095,1,1,1,NA,0,"08"
"08001",1,1,1,4,13257,1,1,1,NA,0,"08"
"08001",2,1,1,3,13298,1,1,1,NA,0,"08"
"08001",1,1,1,3,13352,1,1,1,NA,0,"08"
"08001",1,1,1,4,13373,1,1,1,NA,0,"08"
"08001",2,1,1,5,13400,1,1,1,NA,0,"08"
"08001",1,1,1,3,13686,1,1,1,NA,0,"08"
"08001",1,1,1,10,13701,1,1,1,NA,0,"08"
"08758",2,1,2,5,13726,1,1,1,NA,0,"08"
"08001",2,1,1,5,13727,1,1,1,NA,0,"08"
"08001",2,1,1,4,13951,1,1,1,NA,0,"08"
"08001",2,1,4,3,13992,1,1,1,NA,0,"08"
"08001",1,1,1,4,14008,1,1,1,NA,0,"08"
"08758",2,1,2,3,14022,1,1,1,NA,0,"08"
"08758",1,1,2,5,14061,1,1,1,NA,0,"08"
"08001",1,1,4,3,14088,1,1,1,NA,0,"08"
"08758",2,1,2,2,14136,1,1,1,NA,0,"08"
"08001",1,1,4,5,14145,1,1,1,NA,0,"08"
"08758",2,1,2,3,14185,1,1,1,NA,0,"08"
"08758",2,1,2,3,14231,1,1,1,NA,0,"08"
"08001",1,1,4,5,14232,1,1,1,NA,0,"08"
"08758",2,1,2,2,14239,1,1,1,NA,0,"08"
"08001",2,1,4,5,14242,1,1,1,NA,0,"08"
"08001",2,1,4,2,14251,1,1,1,NA,0,"08"
"08433",1,1,2,5,14321,1,1,1,NA,0,"08"
"08433",1,1,2,5,14344,1,1,1,NA,0,"08"
"08758",1,1,2,4,14351,1,1,1,NA,0,"08"
"08758",2,1,2,7,14353,1,1,1,NA,0,"08"
"08758",2,1,2,6,14360,1,1,1,NA,0,"08"
"08758",2,1,2,4,14374,1,1,1,NA,0,"08"
"08758",2,1,2,3,14384,1,1,1,NA,0,"08"
"08758",1,1,2,5,14385,1,1,1,NA,0,"08"
"08758",1,1,2,4,14399,1,1,1,NA,0,"08"
"08758",1,1,2,10,14415,1,1,1,NA,0,"08"
"08758",2,1,2,3,14433,1,1,1,NA,0,"08"
"08758",1,1,1,4,14462,1,1,1,NA,0,"08"
"08758",1,1,1,4,14466,1,1,1,NA,0,"08"
"08758",2,1,2,3,14467,1,1,1,NA,0,"08"
"08758",1,1,1,12,14477,1,1,1,NA,0,"08"
"08758",2,1,2,4,14487,1,1,1,NA,0,"08"
"08758",2,1,1,1,14495,1,1,1,NA,0,"08"
"08758",3,1,1,6,14504,1,1,1,NA,0,"08"
"08758",2,1,1,5,14511,1,1,1,NA,0,"08"
"08758",1,1,1,4,14531,1,1,1,NA,0,"08"
"08758",1,1,2,2,14536,1,1,1,NA,0,"08"
"08758",1,1,1,3,14543,1,1,1,NA,0,"08"
"08758",2,1,1,5,14556,1,1,1,NA,0,"08"
"08758",2,1,2,6,14562,1,1,1,NA,0,"08"
"08433",1,1,1,4,14595,1,1,1,NA,0,"08"
"08758",2,1,1,6,14605,1,1,1,NA,0,"08"
"08433",1,1,1,7,14606,1,1,1,NA,0,"08"
"08758",2,1,2,3,14614,1,1,1,NA,0,"08"
"08433",1,1,1,4,14617,1,1,1,NA,0,"08"
"08433",1,1,1,4,14623,1,1,1,NA,0,"08"
"08433",1,1,1,3,14626,1,1,1,NA,0,"08"
"08758",1,1,1,5,14627,1,1,1,NA,0,"08"
"08433",1,1,1,1,14636,1,1,1,NA,0,"08"
"08433",1,1,1,7,14639,1,1,1,NA,0,"08"
"08758",2,1,1,3,14646,1,1,1,NA,0,"08"
"08001",2,1,1,6,14651,1,1,1,NA,0,"08"
"08433",1,1,1,7,14652,1,1,1,NA,0,"08"
"08758",1,1,1,3,14655,1,1,1,NA,0,"08"
"08433",1,1,1,4,14659,1,1,1,NA,0,"08"
"08758",1,1,2,5,14662,1,1,1,NA,0,"08"
"08433",1,1,1,2,14665,1,1,1,NA,0,"08"
"08433",1,1,1,4,14668,1,1,1,NA,0,"08"
"08758",2,1,1,2,14671,1,1,1,NA,0,"08"
"08433",1,1,1,5,14676,1,1,1,NA,0,"08"
"08433",2,1,1,6,14678,1,1,1,NA,0,"08"
"08001",1,1,1,3,14679,1,1,1,NA,0,"08"
"08433",1,1,1,11,14681,1,1,1,NA,0,"08"
"08758",1,1,1,4,14685,1,1,1,NA,0,"08"
"08433",2,1,1,3,14691,1,1,1,NA,0,"08"
"08001",1,1,1,5,14699,1,1,1,NA,0,"08"
"08758",1,1,1,5,14707,1,1,1,NA,0,"08"
"08001",1,1,1,6,14722,1,1,1,NA,0,"08"
"08758",1,1,1,4,14728,1,1,1,NA,0,"08"
"08758",2,1,2,6,14730,1,1,1,NA,0,"08"
"08758",1,1,2,5,14735,1,1,1,NA,0,"08"
"08758",1,1,2,5,14743,1,1,1,NA,0,"08"
"08758",2,1,1,6,14745,1,1,1,NA,0,"08"
"08758",2,1,2,6,14747,1,1,1,NA,0,"08"
"08758",2,1,1,4,14772,1,1,1,NA,0,"08"
"08758",3,1,1,5,14790,1,1,1,NA,0,"08"
"08758",3,1,1,3,14797,1,1,1,NA,0,"08"
"08758",1,1,1,6,14802,1,1,1,NA,0,"08"
"08758",2,1,1,3,14806,1,1,1,NA,0,"08"
"08001",2,1,1,4,14887,1,1,1,NA,0,"08"
"08758",2,1,2,2,14894,1,1,1,NA,0,"08"
"08001",1,1,1,5,14914,1,1,1,NA,0,"08"
"08758",1,1,2,5,14917,1,1,1,NA,0,"08"
"08001",2,1,1,3,14973,1,1,1,NA,0,"08"
"08001",2,1,1,4,15008,1,1,1,NA,0,"08"
"08001",1,1,1,4,15084,1,1,1,NA,0,"08"
"08001",2,1,2,7,15132,1,1,1,NA,0,"08"
"08001",1,1,1,4,15170,1,1,1,NA,0,"08"
"08001",2,1,2,3,15206,1,1,1,NA,0,"08"
"08758",2,1,2,4,15296,1,1,1,NA,0,"08"
"08758",1,1,2,2,15313,1,1,1,NA,0,"08"
"08001",2,1,2,4,15320,1,1,1,NA,0,"08"
"08758",1,1,2,7,15330,1,1,1,NA,0,"08"
"08758",1,1,2,4,15347,1,1,1,NA,0,"08"
"08758",2,1,1,7,15355,1,1,1,NA,0,"08"
"08001",2,1,2,6,15363,1,1,1,NA,0,"08"
"08758",1,1,2,8,15369,1,1,1,NA,0,"08"
"08758",3,1,1,5,15377,1,1,1,NA,0,"08"
"08001",2,1,3,5,15379,1,1,1,NA,0,"08"
"08001",2,1,2,4,15380,1,1,1,NA,0,"08"
"08001",2,1,3,4,15387,1,1,1,NA,0,"08"
"08001",2,1,3,2,15388,1,1,1,NA,0,"08"
"08001",1,1,3,3,15395,1,1,1,NA,0,"08"
"08001",2,1,3,6,15400,1,1,1,NA,0,"08"
"08001",2,1,3,2,15406,1,1,1,NA,0,"08"
"08758",2,1,2,3,15407,1,1,1,NA,0,"08"
"08001",1,1,1,5,15410,1,1,1,NA,0,"08"
"08001",1,1,3,6,15411,1,1,1,NA,0,"08"
"08001",2,1,2,2,15413,1,1,1,NA,0,"08"
"08758",2,1,2,5,15424,1,1,1,NA,0,"08"
"08001",2,1,2,5,15435,1,1,1,NA,0,"08"
"08758",2,1,2,3,15448,1,1,1,NA,0,"08"
"08758",2,1,2,5,15465,1,1,1,NA,0,"08"
"08758",1,1,2,4,15488,1,1,1,NA,0,"08"
"08758",2,1,2,4,15509,1,1,1,NA,0,"08"
"08001",1,1,1,6,15511,1,1,1,NA,0,"08"
"08001",1,1,1,6,15547,1,1,1,NA,0,"08"
"08001",1,1,3,10,15556,1,1,1,NA,0,"08"
"08758",2,1,2,4,15560,1,1,1,NA,0,"08"
"08001",2,1,3,2,15563,1,1,1,NA,0,"08"
"08001",2,1,3,5,15573,1,1,1,NA,0,"08"
"08001",2,1,1,6,15580,1,1,1,NA,0,"08"
"08758",1,1,2,5,15589,1,1,1,NA,0,"08"
"08001",1,1,3,2,15604,1,1,1,NA,0,"08"
"08758",1,1,2,4,15617,1,1,1,NA,0,"08"
"08758",2,1,2,5,15643,1,1,1,NA,0,"08"
"08758",1,1,2,3,15663,1,1,1,NA,0,"08"
"08001",2,1,1,4,15700,1,1,1,NA,0,"08"
"08001",2,1,1,4,15707,1,1,1,NA,0,"08"
"08001",1,1,1,6,15714,1,1,1,NA,0,"08"
"08001",1,1,3,4,15865,1,1,1,NA,0,"08"
"08001",1,1,3,5,15871,1,1,1,NA,0,"08"
"08001",1,1,3,4,15872,1,1,1,NA,0,"08"
"08001",1,1,1,2,15896,1,1,1,NA,0,"08"
"08001",2,1,1,2,15897,1,1,1,NA,0,"08"
"08001",1,1,1,3,15898,1,1,1,NA,0,"08"
"08001",1,1,1,4,15899,1,1,1,NA,0,"08"
"08001",2,1,1,2,15900,1,1,1,NA,0,"08"
"08001",2,1,1,5,15901,1,1,1,NA,0,"08"
"08001",2,1,1,5,15902,1,1,1,NA,0,"08"
"08001",2,1,1,5,15903,1,1,1,NA,0,"08"
"08001",2,1,1,4,15904,1,1,1,NA,0,"08"
"08001",2,1,1,7,15905,1,1,1,NA,0,"08"
"08001",2,1,4,3,15914,1,1,1,NA,0,"08"
"08001",2,1,4,2,15915,1,1,1,NA,0,"08"
"08001",2,1,4,3,15916,1,1,1,NA,0,"08"
"08001",2,1,4,4,15917,1,1,1,NA,0,"08"
"08001",2,1,4,6,15922,1,1,1,NA,0,"08"
"08001",1,1,1,4,15927,1,1,1,NA,0,"08"
"08001",1,1,1,4,15928,1,1,1,NA,0,"08"
"08001",1,1,1,7,15929,1,1,1,NA,0,"08"
"08001",1,1,1,5,15932,1,1,1,NA,0,"08"
"08758",1,1,2,5,16068,1,1,1,NA,0,"08"
"08433",1,1,1,3,16184,1,1,1,NA,0,"08"
"08001",2,1,4,1,16299,1,1,1,NA,0,"08"
"08001",1,1,4,1,16358,1,1,1,NA,0,"08"
"08001",2,1,4,1,16378,1,1,1,NA,0,"08"
"08758",2,1,1,10,16494,1,1,1,NA,0,"08"
"08001",2,1,4,4,16506,1,1,1,NA,0,"08"
"08001",2,1,4,2,16533,1,1,1,NA,0,"08"
"08001",2,1,1,6,16536,1,1,1,NA,0,"08"
"08001",1,1,4,3,16564,1,1,1,NA,0,"08"
"08758",1,1,1,4,16568,1,1,1,NA,0,"08"
"08001",2,1,2,4,16577,1,1,1,NA,0,"08"
"08001",1,1,2,8,16584,1,1,1,NA,0,"08"
"08001",1,1,2,5,16586,1,1,1,NA,0,"08"
"08001",2,1,1,6,16589,1,1,1,NA,0,"08"
"08001",1,1,2,6,16592,1,1,1,NA,0,"08"
"08001",2,1,3,4,16601,1,1,1,NA,0,"08"
"08001",2,1,2,3,16604,1,1,1,NA,0,"08"
"08001",1,1,2,4,16608,1,1,1,NA,0,"08"
"08001",1,1,4,3,16609,1,1,1,NA,0,"08"
"08001",2,1,2,2,16618,1,1,1,NA,0,"08"
"08001",2,1,4,4,16626,1,1,1,NA,0,"08"
"08001",2,1,1,6,16627,1,1,1,NA,0,"08"
"08758",2,1,1,3,16646,1,1,1,NA,0,"08"
"08001",3,1,3,3,16650,1,1,1,NA,0,"08"
"08001",2,1,1,3,16661,1,1,1,NA,0,"08"
"08758",2,1,1,11,16672,1,1,1,NA,0,"08"
"08001",1,1,1,6,16678,1,1,1,NA,0,"08"
"08001",1,1,3,3,16684,1,1,1,NA,0,"08"
"08001",2,1,1,5,16709,1,1,1,NA,0,"08"
"08001",2,1,3,4,16733,1,1,1,NA,0,"08"
"08001",2,1,1,5,16741,1,1,1,NA,0,"08"
"08001",1,1,3,4,16759,1,1,1,NA,0,"08"
"08758",2,1,1,5,16771,1,1,1,NA,0,"08"
"08001",2,1,1,4,16774,1,1,1,NA,0,"08"
"08001",2,1,1,7,16815,1,1,1,NA,0,"08"
"08001",2,1,3,3,16819,1,1,1,NA,0,"08"
"08758",2,1,1,10,16849,1,1,1,NA,0,"08"
"08758",1,1,2,6,16874,1,1,1,NA,0,"08"
"08758",2,1,1,5,16891,1,1,1,NA,0,"08"
"08758",1,1,2,3,16896,1,1,1,NA,0,"08"
"08758",2,1,1,7,16917,1,1,1,NA,0,"08"
"08758",2,1,2,8,16918,1,1,1,NA,0,"08"
"08758",2,1,2,2,16962,1,1,1,NA,0,"08"
"08758",2,1,2,3,16979,1,1,1,NA,0,"08"
"08758",1,1,2,5,16992,1,1,1,NA,0,"08"
"08758",1,1,2,6,17010,1,1,1,NA,0,"08"
"08758",2,1,2,3,17012,1,1,1,NA,0,"08"
"08758",1,1,2,5,17017,1,1,1,NA,0,"08"
"08001",2,1,1,4,17018,1,1,1,NA,0,"08"
"08758",1,1,2,4,17021,1,1,1,NA,0,"08"
"08758",1,1,2,6,17022,1,1,1,NA,0,"08"
"08001",2,1,1,4,17025,1,1,1,NA,0,"08"
"08758",1,1,2,7,17026,1,1,1,NA,0,"08"
"08001",2,1,3,6,17079,1,1,1,NA,0,"08"
"08001",2,1,3,5,17105,1,1,1,NA,0,"08"
"08001",2,1,1,4,17112,1,1,1,NA,0,"08"
"08001",1,1,3,4,17115,1,1,1,NA,0,"08"
"08001",1,1,3,4,17123,1,1,1,NA,0,"08"
"08001",1,1,3,4,17129,1,1,1,NA,0,"08"
"08001",2,1,1,3,17167,1,1,1,NA,0,"08"
"08001",2,1,2,2,17177,1,1,1,NA,0,"08"
"08001",1,1,1,4,17191,1,1,1,NA,0,"08"
"08001",1,1,2,1,17225,1,1,1,NA,0,"08"
"08758",2,1,1,8,17239,1,1,1,NA,0,"08"
"08001",1,1,1,7,17257,1,1,1,NA,0,"08"
"08001",1,1,2,6,17260,1,1,1,NA,0,"08"
"08001",2,1,1,4,17268,1,1,1,NA,0,"08"
"08758",1,1,2,4,17319,1,1,1,NA,0,"08"
"08001",1,1,1,5,17333,1,1,1,NA,0,"08"
"08001",2,1,1,10,17334,1,1,1,NA,0,"08"
"08001",2,1,1,1,17362,1,1,1,NA,0,"08"
"08758",2,1,2,1,17371,1,1,1,NA,0,"08"
"08758",1,1,2,3,17410,1,1,1,NA,0,"08"
"08001",1,1,1,5,17412,1,1,1,NA,0,"08"
"08001",3,1,1,4,17425,1,1,1,NA,0,"08"
"08001",2,1,1,1,17448,1,1,1,NA,0,"08"
"08001",2,1,1,2,17466,1,1,1,NA,0,"08"
"08001",1,1,1,5,17489,1,1,1,NA,0,"08"
"08001",2,1,1,12,17511,1,1,1,NA,0,"08"
"08758",1,1,2,4,17512,1,1,1,NA,0,"08"
"08001",2,1,3,2,17520,1,1,1,NA,0,"08"
"08001",1,1,1,5,17535,1,1,1,NA,0,"08"
"08001",2,1,3,2,17574,1,1,1,NA,0,"08"
"08001",2,1,3,3,17684,1,1,1,NA,0,"08"
"08758",1,1,2,6,17705,1,1,1,NA,0,"08"
"08001",1,1,3,4,17706,1,1,1,NA,0,"08"
"08001",1,1,1,4,17712,1,1,1,NA,0,"08"
"08001",1,1,1,2,17741,1,1,1,NA,0,"08"
"08758",2,1,2,1,17742,1,1,1,NA,0,"08"
"08001",1,1,1,2,17752,1,1,1,NA,0,"08"
"08001",2,1,1,4,17764,1,1,1,NA,0,"08"
"08001",2,1,1,2,17777,1,1,1,NA,0,"08"
"08758",2,1,2,4,17793,1,1,1,NA,0,"08"
"08001",1,1,1,4,17794,1,1,1,NA,0,"08"
"08001",2,1,4,1,17816,1,1,1,NA,0,"08"
"08001",2,1,1,7,17842,1,1,1,NA,0,"08"
"08758",2,1,2,4,17856,1,1,1,NA,0,"08"
"08001",2,1,4,5,17860,1,1,1,NA,0,"08"
"08001",1,1,1,4,17879,1,1,1,NA,0,"08"
"08001",2,1,4,5,17902,1,1,1,NA,0,"08"
"08001",2,1,3,5,17976,1,1,1,NA,0,"08"
"08001",2,1,3,3,18020,1,1,1,NA,0,"08"
"08001",2,1,2,5,18374,1,1,1,NA,0,"08"
"08001",2,1,2,4,18418,1,1,1,NA,0,"08"
"08001",2,1,1,4,18454,1,1,1,NA,0,"08"
"08001",1,1,3,4,18469,1,1,1,NA,0,"08"
"08001",2,1,3,3,18485,1,1,1,NA,0,"08"
"08001",2,1,3,4,18518,1,1,1,NA,0,"08"
"08001",2,1,1,3,18523,1,1,1,NA,0,"08"
"08001",1,1,3,5,18536,1,1,1,NA,0,"08"
"08001",2,1,1,3,18574,1,1,1,NA,0,"08"
"08001",2,1,3,3,18598,1,1,1,NA,0,"08"
"08001",2,1,1,4,18609,1,1,1,NA,0,"08"
"08001",1,1,3,7,18610,1,1,1,NA,0,"08"
