"DIRECTORIO","O_01","O_02","Depmuni","ESTRATO","grupo","D_01","D_02","D_08","D2_01","D2_05","D2_06","D2_07","SEXO","EDAD","PARENTESCO"
28520,3,2,8001,1,8,2,2,5,9,5,1,1,1,48,3
28520,3,2,8001,1,8,2,2,5,9,5,1,1,2,70,1
28520,3,2,8001,1,8,2,2,5,9,5,1,1,1,36,3
28520,3,2,8001,1,8,2,2,5,9,5,1,1,1,23,5
