"DIRECTORIO","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","ESTADO_ENCUESTA","RECO_DIC","K_01_A","K_01_B","K_01_C","K_01_D","K_02","K_03","K_04","K_05","K_06","K_07","K_08","K_09","K_09_VALOR","K_09_TEXTO","K_10_A","K_10_B","K_10_C","K_10_D","K_10_E","K_10_F","K_10_G","K_10_H","K_10_I","K_11","K_11_A","K_11_B","K_11_C","K_11_D","K_11_E","K_12_A","K_12_B","K_12_C","K_12_D","K_12_E","K_12_F","K_12_G","K_12_H","K_12_I","K_12_J","K_12_K","K_12_L","K_12_M","K_12_N","K_12_O","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y"
48362,"66001",2,1,4,4,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
48363,"66001",2,1,4,3,1,1,1,NA,0,1,NA,NA,NA,3,1,3,1,5,30000,2,1,5000,"CINCO MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2
48370,"66001",2,1,5,3,1,1,1,NA,0,1,NA,NA,NA,3,1,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
48380,"66001",2,1,4,4,1,1,1,NA,0,1,NA,NA,NA,3,1,2,1,1,1000,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,3
48382,"66001",2,1,5,1,1,1,1,NA,0,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
48383,"66001",2,1,4,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
48384,"66001",2,1,4,1,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
48385,"66001",2,1,4,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
48389,"66001",2,1,4,1,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
48390,"66001",2,1,5,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
48393,"66001",2,1,4,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
48394,"66001",2,1,5,1,1,1,1,NA,0,1,NA,NA,NA,3,1,2,2,NA,NA,1,1,3500,"TRES MIL QUINIENTOS PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
48398,"66001",2,1,6,4,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
48425,"66170",2,1,1,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
48434,"66170",2,1,1,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
48449,"66001",2,1,1,2,1,1,1,NA,0,NA,1,NA,NA,3,1,5,1,30,20000,30,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2
48536,"66170",1,1,4,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
48711,"66001",2,1,2,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
48843,"66001",2,1,1,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
49067,"66001",1,1,1,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
49102,"66001",1,1,1,1,1,1,1,NA,0,1,1,1,NA,3,1,5,1,30,2000,1,1,1500,"MIL QUINIENTOS",1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
49124,"66001",2,1,1,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
49473,"66001",2,1,4,1,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
49510,"66001",3,1,3,1,1,1,1,NA,0,1,1,NA,NA,3,1,2,2,NA,NA,10,1,5000,"CINCO MIL PESOS",NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1
49526,"66001",2,1,3,3,1,1,1,NA,0,NA,1,NA,NA,3,1,3,2,NA,NA,2,1,3000,"TRES MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
49596,"66170",1,1,1,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
49650,"66170",1,1,1,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
50033,"66001",2,1,6,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
50051,"66001",2,1,6,1,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
50345,"66170",2,1,1,2,1,1,1,NA,0,NA,NA,1,NA,3,1,5,1,30,40000,20,1,2000,"DOS MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2
50483,"66400",1,1,2,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
50498,"66682",1,1,2,4,1,1,1,NA,0,1,NA,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
50501,"66682",1,1,1,5,1,1,1,NA,0,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
50503,"66400",1,1,4,5,1,1,1,NA,0,1,1,NA,NA,3,1,4,1,15,20000,15,1,4000,"CUATRO MIL PESOS",NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3
50505,"66170",2,1,3,2,1,1,1,NA,0,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
50507,"66170",2,1,2,1,1,1,1,NA,0,1,1,NA,NA,3,1,3,1,2,1000,2,1,1000,"MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1
50511,"66001",2,1,1,4,1,1,1,NA,0,1,NA,NA,NA,3,1,3,1,20,20000,15,1,1000,"MIL PESO",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1
50553,"66001",1,1,2,1,1,1,1,NA,0,1,1,NA,NA,3,1,3,1,10,15000,10,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
50875,"66170",2,1,3,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
50944,"66170",1,1,1,3,1,1,1,NA,0,1,1,NA,NA,1,1,4,1,30,11000,10,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3
52818,"66170",2,1,2,2,1,1,1,NA,0,1,1,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
52828,"66170",1,1,1,2,1,1,1,NA,0,NA,1,NA,NA,3,1,2,2,NA,NA,2,1,2500,"DOS MIL QUINIENTOS PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
