"DIRECTORIO","L_01","L_02","Depmuni","ESTRATO","grupo","D_01","D_02","D_08","D2_01","D2_05","D2_06","D2_07","SEXO","EDAD","PARENTESCO"
23088,3,2,5376,3,5,1,1,4,9,4,1,1,1,31,1
23088,3,2,5376,3,5,1,1,4,9,4,1,1,2,28,2
23128,3,1,5001,3,5,1,1,3,9,5,1,1,1,57,1
23128,3,1,5001,3,5,1,1,3,9,5,1,1,2,51,2
23128,3,1,5001,3,5,1,1,3,9,5,1,1,2,21,3
23229,3,2,5001,3,5,1,1,4,9,6,1,1,2,42,2
23229,3,2,5001,3,5,1,1,4,9,6,1,1,1,37,1
23316,3,2,5001,1,5,1,1,4,5,5,1,1,2,27,2
23316,3,2,5001,1,5,1,1,4,5,5,1,1,1,42,1
23316,3,2,5001,1,5,1,1,4,5,5,1,1,1,21,3
23316,3,2,5001,1,5,1,1,4,5,5,1,1,2,6,3
23316,3,2,5001,1,5,1,1,4,5,5,1,1,2,19,4
23469,3,2,5440,3,5,1,1,4,9,6,1,1,2,62,2
23469,3,2,5440,3,5,1,1,4,9,6,1,1,1,26,3
23469,3,2,5440,3,5,1,1,4,9,6,1,1,1,66,1
24037,3,2,5001,2,5,1,1,4,9,4,1,1,1,57,1
24136,1,1,5001,2,5,1,1,3,9,4,1,1,1,21,3
24136,1,1,5001,2,5,1,1,3,9,4,1,1,1,49,1
24503,2,1,5001,3,5,2,1,4,9,3,NA,NA,2,17,3
24503,2,1,5001,3,5,2,1,4,9,3,NA,NA,1,15,3
24503,2,1,5001,3,5,2,1,4,9,3,NA,NA,2,13,3
24503,2,1,5001,3,5,2,1,4,9,3,NA,NA,2,33,1
24503,2,1,5001,3,5,2,1,4,9,3,NA,NA,2,6,3
24594,3,1,5001,2,5,1,1,4,1,4,1,1,2,52,1
24594,3,1,5001,2,5,1,1,4,1,4,1,1,1,20,3
24594,3,1,5001,2,5,1,1,4,1,4,1,1,2,18,3
24594,3,1,5001,2,5,1,1,4,1,4,1,1,2,18,4
24632,3,2,5001,2,5,1,1,4,9,3,1,1,1,30,1
24752,3,2,5001,3,5,1,1,5,9,6,1,2,1,16,3
24752,3,2,5001,3,5,1,1,5,9,6,1,2,2,39,1
24752,3,2,5001,3,5,1,1,5,9,6,1,2,2,23,8
26239,3,2,5088,3,5,1,1,4,9,7,1,1,1,39,1
26239,3,2,5088,3,5,1,1,4,9,7,1,1,1,9,3
26239,3,2,5088,3,5,1,1,4,9,7,1,1,2,35,2
28538,3,2,5001,3,5,2,7,4,9,5,1,1,1,64,1
28803,3,1,5001,2,5,1,1,4,9,5,1,1,1,32,3
28803,3,1,5001,2,5,1,1,4,9,5,1,1,1,62,8
28803,3,1,5001,2,5,1,1,4,9,5,1,1,1,72,1
28803,3,1,5001,2,5,1,1,4,9,5,1,1,2,56,2
28919,3,2,5001,2,5,1,1,4,9,5,1,1,1,26,1
31820,1,1,5001,3,5,1,2,4,9,5,1,1,2,40,2
31820,1,1,5001,3,5,1,2,4,9,5,1,1,2,14,3
31820,1,1,5001,3,5,1,2,4,9,5,1,1,1,30,1
31820,1,1,5001,3,5,1,2,4,9,5,1,1,1,23,3
31820,1,1,5001,3,5,1,2,4,9,5,1,1,2,10,3
