"DIRECTORIO","K_02","K_03","Depmuni","ESTRATO","grupo","D_01","D_02","D_08","D2_01","D2_05","D2_06","D2_07","SEXO","EDAD","PARENTESCO"
8365,3,2,5001,3,5,1,1,3,9,6,1,2,1,50,1
8365,3,2,5001,3,5,1,1,3,9,6,1,2,2,23,3
8365,3,2,5001,3,5,1,1,3,9,6,1,2,2,5,5
8487,3,2,5266,3,5,1,1,4,9,5,1,1,2,78,7
8487,3,2,5266,3,5,1,1,4,9,5,1,1,1,77,7
8487,3,2,5266,3,5,1,1,4,9,5,1,1,1,40,8
8487,3,2,5266,3,5,1,1,4,9,5,1,1,2,74,7
8487,3,2,5266,3,5,1,1,4,9,5,1,1,2,71,1
8493,2,1,5001,3,5,1,1,4,9,5,1,1,1,55,1
8493,2,1,5001,3,5,1,1,4,9,5,1,1,2,52,2
8493,2,1,5001,3,5,1,1,4,9,5,1,1,1,25,3
8493,2,1,5001,3,5,1,1,4,9,5,1,1,2,15,3
8507,3,2,5001,3,5,1,1,4,9,3,1,1,2,14,5
8507,3,2,5001,3,5,1,1,4,9,3,1,1,1,56,1
8507,3,2,5001,3,5,1,1,4,9,3,1,1,2,53,2
8517,3,2,5266,3,5,1,1,5,9,7,1,1,1,20,10
8517,3,2,5266,3,5,1,1,5,9,7,1,1,1,32,1
8517,3,2,5266,3,5,1,1,5,9,7,1,1,1,26,10
8517,3,2,5266,3,5,1,1,5,9,7,1,1,1,32,10
8517,3,2,5266,3,5,1,1,5,9,7,1,1,1,27,10
8517,3,2,5266,3,5,1,1,5,9,7,1,1,2,28,2
8517,3,2,5266,3,5,1,1,5,9,7,1,1,2,25,10
8553,3,1,5266,3,5,2,3,5,9,7,1,1,1,85,1
8553,3,1,5266,3,5,2,3,5,9,7,1,1,2,57,3
8553,3,1,5266,3,5,2,3,5,9,7,1,1,1,18,5
8806,3,2,5001,2,5,1,1,4,9,6,1,1,2,9,3
8806,3,2,5001,2,5,1,1,4,9,6,1,1,2,35,2
8806,3,2,5001,2,5,1,1,4,9,6,1,1,1,37,1
8806,3,2,5001,2,5,1,1,4,9,6,1,1,2,4,3
8806,3,2,5001,2,5,1,1,4,9,6,1,1,2,79,6
8814,3,2,5266,3,5,1,1,4,9,8,1,2,2,33,1
8814,3,2,5266,3,5,1,1,4,9,8,1,2,1,31,2
8843,3,2,5001,2,5,1,1,4,9,6,1,1,1,30,3
8843,3,2,5001,2,5,1,1,4,9,6,1,1,2,56,2
8843,3,2,5001,2,5,1,1,4,9,6,1,1,1,58,1
8869,3,2,5001,1,5,1,1,5,9,5,1,1,1,31,1
8897,3,1,5001,3,5,1,1,3,9,7,1,1,1,36,1
8897,3,1,5001,3,5,1,1,3,9,7,1,1,2,80,8
8917,3,1,5001,2,5,2,2,3,9,5,1,1,1,23,3
8917,3,1,5001,2,5,2,2,3,9,5,1,1,1,52,1
9262,3,2,5001,4,5,2,4,5,9,5,1,2,1,67,6
9262,3,2,5001,4,5,2,4,5,9,5,1,2,2,62,6
9262,3,2,5001,4,5,2,4,5,9,5,1,2,1,36,1
9528,3,2,5001,3,5,1,1,4,9,7,1,1,2,69,2
9528,3,2,5001,3,5,1,1,4,9,7,1,1,1,78,1
9528,3,2,5001,3,5,1,1,4,9,7,1,1,1,30,5
9528,3,2,5001,3,5,1,1,4,9,7,1,1,2,46,3
9528,3,2,5001,3,5,1,1,4,9,7,1,1,1,32,5
9528,3,2,5001,3,5,1,1,4,9,7,1,1,2,19,5
9528,3,2,5001,3,5,1,1,4,9,7,1,1,2,52,3
9528,3,2,5001,3,5,1,1,4,9,7,1,1,2,51,3
9538,3,2,5001,2,5,2,2,3,9,6,1,1,2,62,1
9538,3,2,5001,2,5,2,2,3,9,6,1,1,1,37,3
9538,3,2,5001,2,5,2,2,3,9,6,1,1,1,40,3
9544,3,2,5001,4,5,1,1,4,9,5,1,1,1,56,1
9544,3,2,5001,4,5,1,1,4,9,5,1,1,1,0,3
9544,3,2,5001,4,5,1,1,4,9,5,1,1,2,30,2
9550,3,2,5001,3,5,1,3,4,9,8,1,1,2,35,1
9550,3,2,5001,3,5,1,3,4,9,8,1,1,1,2,3
9550,3,2,5001,3,5,1,3,4,9,8,1,1,1,42,2
9559,3,2,5001,4,5,1,1,4,9,5,1,1,2,73,1
9559,3,2,5001,4,5,1,1,4,9,5,1,1,1,49,3
9582,3,2,5001,3,5,1,1,4,9,5,1,2,2,0,3
9582,3,2,5001,3,5,1,1,4,9,5,1,2,2,23,1
9594,3,1,5001,5,5,2,7,4,9,7,2,1,1,29,3
9594,3,1,5001,5,5,2,7,4,9,7,2,1,1,69,1
9594,3,1,5001,5,5,2,7,4,9,7,2,1,1,33,3
9594,3,1,5001,5,5,2,7,4,9,7,2,1,2,60,2
9623,3,1,5001,5,5,1,1,4,9,6,1,1,1,27,1
9648,3,2,5001,4,5,1,1,4,9,6,1,2,2,59,1
9648,3,2,5001,4,5,1,1,4,9,6,1,2,2,58,7
9648,3,2,5001,4,5,1,1,4,9,6,1,2,2,52,7
9648,3,2,5001,4,5,1,1,4,9,6,1,2,1,56,7
9655,3,2,5001,4,5,2,3,4,9,6,1,1,2,52,1
9655,3,2,5001,4,5,2,3,4,9,6,1,1,1,39,10
9655,3,2,5001,4,5,2,3,4,9,6,1,1,1,22,10
9655,3,2,5001,4,5,2,3,4,9,6,1,1,1,40,2
9670,3,2,5001,4,5,1,1,5,9,5,1,1,2,24,2
9670,3,2,5001,4,5,1,1,5,9,5,1,1,1,27,1
9670,3,2,5001,4,5,1,1,5,9,5,1,1,1,2,3
9671,2,1,5001,4,5,1,1,4,9,6,1,1,1,22,1
9671,2,1,5001,4,5,1,1,4,9,6,1,1,1,22,10
9672,3,2,5001,3,5,1,1,4,9,6,1,2,2,41,1
9690,3,2,5001,2,5,2,3,4,9,6,1,2,1,40,1
9690,3,2,5001,2,5,2,3,4,9,6,1,2,2,36,2
9726,3,2,5001,4,5,2,3,4,9,7,2,1,2,70,2
9726,3,2,5001,4,5,2,3,4,9,7,2,1,1,75,1
9726,3,2,5001,4,5,2,3,4,9,7,2,1,1,25,3
10112,3,2,5001,5,5,2,3,4,9,4,1,1,2,20,3
10112,3,2,5001,5,5,2,3,4,9,4,1,1,1,23,3
10112,3,2,5001,5,5,2,3,4,9,4,1,1,2,51,1
10145,1,1,5001,2,5,1,4,4,9,3,1,1,1,36,1
11366,3,1,5045,1,5,1,1,3,9,5,1,1,2,43,2
11366,3,1,5045,1,5,1,1,3,9,5,1,1,1,12,3
11366,3,1,5045,1,5,1,1,3,9,5,1,1,1,9,3
11366,3,1,5045,1,5,1,1,3,9,5,1,1,1,23,3
11366,3,1,5045,1,5,1,1,3,9,5,1,1,1,15,3
11366,3,1,5045,1,5,1,1,3,9,5,1,1,1,18,3
11366,3,1,5045,1,5,1,1,3,9,5,1,1,1,18,3
11366,3,1,5045,1,5,1,1,3,9,5,1,1,1,21,3
11366,3,1,5045,1,5,1,1,3,9,5,1,1,1,49,1
11385,3,2,5266,2,5,1,1,4,9,6,1,2,2,9,5
11385,3,2,5266,2,5,1,1,4,9,6,1,2,2,56,1
11385,3,2,5266,2,5,1,1,4,9,6,1,2,2,31,3
11467,3,2,5001,3,5,1,1,3,9,3,1,2,2,46,1
11467,3,2,5001,3,5,1,1,3,9,3,1,2,1,29,3
11467,3,2,5001,3,5,1,1,3,9,3,1,2,2,59,8
11487,3,1,5001,3,5,1,1,5,9,6,1,2,1,26,10
11487,3,1,5001,3,5,1,1,5,9,6,1,2,1,18,10
11487,3,1,5001,3,5,1,1,5,9,6,1,2,2,29,1
11510,3,2,5001,3,5,2,4,3,9,6,1,2,2,10,5
11510,3,2,5001,3,5,2,4,3,9,6,1,2,1,51,1
11510,3,2,5001,3,5,2,4,3,9,6,1,2,2,53,2
11510,3,2,5001,3,5,2,4,3,9,6,1,2,2,34,3
11510,3,2,5001,3,5,2,4,3,9,6,1,2,2,13,5
11510,3,2,5001,3,5,2,4,3,9,6,1,2,1,25,3
11510,3,2,5001,3,5,2,4,3,9,6,1,2,1,36,4
11510,3,2,5001,3,5,2,4,3,9,6,1,2,2,10,5
11594,3,2,5045,2,5,1,1,3,9,6,1,1,1,52,1
11652,3,1,5045,2,5,1,1,3,5,3,1,1,1,30,3
11652,3,1,5045,2,5,1,1,3,5,3,1,1,2,56,7
11652,3,1,5045,2,5,1,1,3,5,3,1,1,1,32,8
11652,3,1,5045,2,5,1,1,3,5,3,1,1,2,64,1
11676,3,2,5001,2,5,2,3,4,9,3,NA,NA,1,26,2
11676,3,2,5001,2,5,2,3,4,9,3,NA,NA,2,35,1
11676,3,2,5001,2,5,2,3,4,9,3,NA,NA,2,17,3
11819,3,2,5088,2,5,1,1,4,9,5,1,1,1,3,3
11819,3,2,5088,2,5,1,1,4,9,5,1,1,2,67,6
11819,3,2,5088,2,5,1,1,4,9,5,1,1,1,80,6
11819,3,2,5088,2,5,1,1,4,9,5,1,1,1,24,3
11819,3,2,5088,2,5,1,1,4,9,5,1,1,1,20,3
11819,3,2,5088,2,5,1,1,4,9,5,1,1,2,43,1
11839,3,2,5001,3,5,2,8,3,9,6,1,1,1,52,3
11839,3,2,5001,3,5,2,8,3,9,6,1,1,1,38,3
11839,3,2,5001,3,5,2,8,3,9,6,1,1,1,50,3
11839,3,2,5001,3,5,2,8,3,9,6,1,1,2,77,1
11858,3,2,5045,1,5,1,1,4,9,5,1,1,1,36,3
