"DIRECTORIO","M_01","M_02","M_03","M_04","M_05","M_06","M_07","M_08","M_08_VALOR","M_08_TEXTO","M_09_A","M_09_B","M_09_C","M_09_D","M_09_E","M_09_F","M_09_G","M_09_H","M_09_I","M_10_A","M_10_B","M_10_C","M_10_D","M_10_E","M_10_F","M_10_G","M_10_H","M_10_I","M_10_J","M_10_K","M_10_L","M_10_M","M_10_N","M_10_O","SECUENCIA_ENCUESTA.x.x","SECUENCIA_P.x.x","ORDEN.x.x","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.y.x","SECUENCIA_P.y.x","ORDEN.y.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x.y","SECUENCIA_P.x.y","ORDEN.x.y","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y.y","SECUENCIA_P.y.y","ORDEN.y.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","PER_SELECCIONADA"
33290,3,1,2,1,8,16000,5,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,5,1,5,5001,1,1,2,5,1,1,1,NA,0,5,1,1,6,1,21,1,3,4,1,1,3,3,4,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,6,2,6,609,1,1,5,1,5,1,47,7,3,1,NA,NA,4,1,4,NA
33290,3,1,2,1,8,16000,5,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,5,1,5,5001,1,1,2,5,1,1,1,NA,0,5,1,1,6,1,21,1,3,4,1,1,3,3,4,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,6,2,6,609,1,1,5,1,5,1,33,8,2,2,1,1,5,1,5,1
33290,3,1,2,1,8,16000,5,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,5,1,5,5001,1,1,2,5,1,1,1,NA,0,5,1,1,6,1,21,1,3,4,1,1,3,3,4,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,6,2,6,609,1,1,5,1,5,1,59,7,3,1,NA,NA,3,1,3,NA
33290,3,1,2,1,8,16000,5,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,5,1,5,5001,1,1,2,5,1,1,1,NA,0,5,1,1,6,1,21,1,3,4,1,1,3,3,4,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,6,2,6,609,1,1,5,1,5,2,83,6,3,3,NA,NA,2,1,2,NA
33290,3,1,2,1,8,16000,5,1,2000,"DOS MIL PESOS",NA,NA,1,1,NA,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,5,1,5,5001,1,1,2,5,1,1,1,NA,0,5,1,1,6,1,21,1,3,4,1,1,3,3,4,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,6,2,6,609,1,1,5,1,5,1,44,1,2,1,NA,NA,1,1,1,NA
33313,1,1,5,1,30,98,99,1,1000,"MIL PESOS",NA,NA,1,1,NA,1,NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,3,5001,2,1,2,3,1,1,1,NA,0,5,2,7,NA,NA,NA,2,NA,4,9,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,9,1,9,1,9,3,1,3,9,6,0,4,409,1,1,3,1,3,1,46,3,1,1,1,1,3,1,3,1
33313,1,1,5,1,30,98,99,1,1000,"MIL PESOS",NA,NA,1,1,NA,1,NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,3,5001,2,1,2,3,1,1,1,NA,0,5,2,7,NA,NA,NA,2,NA,4,9,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,9,1,9,1,9,3,1,3,9,6,0,4,409,1,1,3,1,3,1,82,1,3,3,NA,NA,1,1,1,NA
33313,1,1,5,1,30,98,99,1,1000,"MIL PESOS",NA,NA,1,1,NA,1,NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,3,5001,2,1,2,3,1,1,1,NA,0,5,2,7,NA,NA,NA,2,NA,4,9,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,9,1,9,1,9,3,1,3,9,6,0,4,409,1,1,3,1,3,2,76,2,3,3,NA,NA,2,1,2,NA
33442,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,3,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,3,4,4,4,2,3,3,2,3,3,2,3,3,3,1,1,1,1,2,NA,1,1,1,9,3,1,6,611,1,1,1,1,1,1,28,3,1,1,NA,NA,3,1,3,NA
33442,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,3,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,3,4,4,4,2,3,3,2,3,3,2,3,3,3,1,1,1,1,2,NA,1,1,1,9,3,1,6,611,1,1,1,1,1,2,54,2,2,2,NA,NA,2,1,2,NA
33442,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,4,3,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,3,4,4,4,2,3,3,2,3,3,2,3,3,3,1,1,1,1,2,NA,1,1,1,9,3,1,6,611,1,1,1,1,1,1,54,1,3,2,1,1,1,1,1,1
33552,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,2,1,1,1,NA,0,5,1,1,6,4,50,1,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,2,1,2,5,3,1,4,406,1,1,2,1,2,1,58,3,3,1,1,1,2,1,2,1
33552,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,2,1,1,1,NA,0,5,1,1,6,4,50,1,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,2,1,2,5,3,1,4,406,1,1,2,1,2,2,80,1,3,3,NA,NA,1,1,1,NA
33630,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,1,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,5,2,5,510,1,1,1,1,1,1,60,1,3,2,1,1,1,1,1,1
33631,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,5,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,5,4,3,4,2,2,4,3,3,4,3,3,4,2,NA,2,NA,2,NA,1,1,1,9,2,4,5,511,1,1,1,1,1,1,11,3,1,1,NA,NA,3,1,3,NA
33631,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,5,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,5,4,3,4,2,2,4,3,3,4,3,3,4,2,NA,2,NA,2,NA,1,1,1,9,2,4,5,511,1,1,1,1,1,1,65,1,3,3,1,1,1,1,1,1
33631,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,5,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,5,4,3,4,2,2,4,3,3,4,3,3,4,2,NA,2,NA,2,NA,1,1,1,9,2,4,5,511,1,1,1,1,1,2,50,2,3,2,NA,NA,2,1,2,NA
33631,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,5,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,5,4,3,4,2,2,4,3,3,4,3,3,4,2,NA,2,NA,2,NA,1,1,1,9,2,4,5,511,1,1,1,1,1,1,10,3,2,1,NA,NA,5,1,5,NA
33631,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,3,5,1,1,1,NA,0,5,1,6,NA,NA,NA,1,1,4,2,2,4,5,4,3,4,2,2,4,3,3,4,3,3,4,2,NA,2,NA,2,NA,1,1,1,9,2,4,5,511,1,1,1,1,1,2,28,3,2,1,NA,NA,4,1,4,NA
33768,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,2,2,1,1,1,NA,0,5,1,1,5,4,20,1,3,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,6,1,3,305,1,1,2,1,2,1,61,7,3,3,1,1,2,1,2,1
33768,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,2,2,1,1,1,NA,0,5,1,1,5,4,20,1,3,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,6,1,3,305,1,1,2,1,2,1,67,1,3,3,NA,NA,1,1,1,NA
37659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5001,2,1,2,6,1,1,1,NA,0,5,2,5,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,3,2,3,305,1,2,5,1,5,2,47,3,1,1,NA,NA,3,1,3,NA
37659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5001,2,1,2,6,1,1,1,NA,0,5,2,5,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,3,2,3,305,1,2,5,1,5,1,43,3,1,1,1,1,5,1,5,1
37659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5001,2,1,2,6,1,1,1,NA,0,5,2,5,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,3,2,3,305,1,2,5,1,5,2,41,10,2,2,NA,NA,6,1,6,NA
37659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5001,2,1,2,6,1,1,1,NA,0,5,2,5,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,3,2,3,305,1,2,5,1,5,2,69,2,3,2,NA,NA,2,1,2,NA
37659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5001,2,1,2,6,1,1,1,NA,0,5,2,5,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,3,2,3,305,1,2,5,1,5,2,18,5,2,1,NA,NA,4,1,4,NA
37659,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5001,2,1,2,6,1,1,1,NA,0,5,2,5,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,1,5,9,3,2,3,305,1,2,5,1,5,1,69,1,3,3,NA,NA,1,1,1,NA
43782,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,1,1,1,1,1,NA,0,5,1,1,3,4,72,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,1,2,1,1,1,9,5,2,3,304,1,1,1,1,1,1,53,1,2,2,1,1,1,1,1,1
43842,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,2,2,1,1,1,NA,0,5,1,1,6,1,55,1,1,4,2,2,4,4,4,4,4,2,3,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,2,1,5,510,1,1,1,1,1,1,40,1,2,2,1,1,1,1,1,1
43842,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,2,2,1,1,1,NA,0,5,1,1,6,1,55,1,1,4,2,2,4,4,4,4,4,2,3,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,2,1,5,510,1,1,1,1,1,2,38,2,2,2,NA,NA,2,1,2,NA
43914,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5615,1,1,3,2,1,1,1,NA,0,5,1,1,12,4,40,2,NA,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,1,54,3,3,1,1,1,2,1,2,1
43914,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5615,1,1,3,2,1,1,1,NA,0,5,1,1,12,4,40,2,NA,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,2,84,1,3,3,NA,NA,1,1,1,NA
44114,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5615,2,1,3,1,1,1,1,NA,0,5,1,1,12,1,48,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,NA,2,NA,1,1,1,9,6,0,4,406,1,1,1,1,1,1,46,1,3,3,1,1,1,1,1,1
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,2,28,3,1,1,NA,NA,6,1,6,NA
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,2,21,3,1,1,NA,NA,8,1,8,NA
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,2,60,2,2,2,NA,NA,2,1,2,NA
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,1,63,1,2,2,NA,NA,1,1,1,NA
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,1,33,10,2,2,NA,NA,9,1,9,NA
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,2,23,3,1,1,NA,NA,7,1,7,NA
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,1,30,3,1,1,NA,NA,5,1,5,NA
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,1,40,3,1,1,1,1,3,1,3,1
44681,1,1,5,1,30,1e+05,30,1,2500,"DOS MIL QUINIENTOS",NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,5001,1,1,2,9,1,1,1,NA,1,5,2,1,5,4,40,1,1,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,400,1,1,3,1,3,1,39,3,1,1,NA,NA,4,1,4,NA
45400,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,5,1,1,1,NA,1,5,1,1,12,1,72,1,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,2,5,510,1,1,1,1,1,2,42,2,3,2,NA,NA,2,1,2,NA
45400,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,5,1,1,1,NA,1,5,1,1,12,1,72,1,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,2,5,510,1,1,1,1,1,1,31,1,1,2,1,1,1,1,1,1
45400,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,5,1,1,1,NA,1,5,1,1,12,1,72,1,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,2,5,510,1,1,1,1,1,1,58,6,3,3,NA,NA,5,1,5,NA
45400,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,5,1,1,1,NA,1,5,1,1,12,1,72,1,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,2,5,510,1,1,1,1,1,2,86,3,1,1,NA,NA,4,1,4,NA
45400,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,5,1,1,1,NA,1,5,1,1,12,1,72,1,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,2,2,5,510,1,1,1,1,1,1,9,3,1,1,NA,NA,3,1,3,NA
46020,3,1,5,1,30,3e+05,60,1,5000,"CINCO MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5001,1,1,1,1,1,1,1,NA,1,5,1,1,12,4,35,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,6,6,5,511,1,2,1,1,1,2,56,1,3,3,1,1,1,1,1,1
46500,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,1,1,1,1,NA,1,5,1,1,6,4,60,1,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,2,NA,1,1,1,9,5,6,3,302,1,1,1,1,1,1,64,1,3,2,1,1,1,1,1,1
47564,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,4,1,1,1,NA,1,5,2,4,NA,NA,NA,1,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,2,2,4,406,1,2,2,1,2,1,1,3,1,1,NA,NA,4,1,4,NA
47564,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,4,1,1,1,NA,1,5,2,4,NA,NA,NA,1,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,2,2,4,406,1,2,2,1,2,1,45,1,3,2,NA,NA,1,1,1,NA
47564,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,4,1,1,1,NA,1,5,2,4,NA,NA,NA,1,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,2,2,4,406,1,2,2,1,2,2,47,2,2,2,1,1,2,1,2,1
47564,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,4,1,1,1,NA,1,5,2,4,NA,NA,NA,1,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,2,2,4,406,1,2,2,1,2,1,5,3,1,1,NA,NA,3,1,3,NA
47615,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,2,3,1,1,1,NA,1,5,1,4,NA,NA,NA,1,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,1,4,406,1,1,2,1,2,1,42,3,3,1,1,1,2,1,2,1
