"DIRECTORIO","M_01","M_02","M_03","M_04","M_05","M_06","M_07","M_08","M_08_VALOR","M_08_TEXTO","M_09_A","M_09_B","M_09_C","M_09_D","M_09_E","M_09_F","M_09_G","M_09_H","M_09_I","M_10_A","M_10_B","M_10_C","M_10_D","M_10_E","M_10_F","M_10_G","M_10_H","M_10_I","M_10_J","M_10_K","M_10_L","M_10_M","M_10_N","M_10_O","SECUENCIA_ENCUESTA.x.x","SECUENCIA_P.x.x","ORDEN.x.x","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.y.x","SECUENCIA_P.y.x","ORDEN.y.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x.y","SECUENCIA_P.x.y","ORDEN.x.y","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y.y","SECUENCIA_P.y.y","ORDEN.y.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","PER_SELECCIONADA"
30571,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,48,2,NA,4,2,2,4,4,3,2,4,2,2,4,4,3,4,4,3,4,1,1,1,1,1,1,1,1,1,9,2,1,6,602,1,1,1,1,1,2,42,2,2,2,NA,NA,2,1,2,NA
30571,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,48,2,NA,4,2,2,4,4,3,2,4,2,2,4,4,3,4,4,3,4,1,1,1,1,1,1,1,1,1,9,2,1,6,602,1,1,1,1,1,1,23,3,2,1,NA,NA,3,1,3,NA
30571,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,48,2,NA,4,2,2,4,4,3,2,4,2,2,4,4,3,4,4,3,4,1,1,1,1,1,1,1,1,1,9,2,1,6,602,1,1,1,1,1,1,18,3,2,1,NA,NA,4,1,4,NA
30571,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,48,2,NA,4,2,2,4,4,3,2,4,2,2,4,4,3,4,4,3,4,1,1,1,1,1,1,1,1,1,9,2,1,6,602,1,1,1,1,1,1,52,1,2,2,1,1,1,1,1,1
32102,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,50,1,1,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,2,NA,1,1,1,9,3,1,5,511,1,1,1,1,1,2,39,2,2,2,NA,NA,2,1,2,NA
32102,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,50,1,1,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,2,NA,1,1,1,9,3,1,5,511,1,1,1,1,1,1,28,1,1,2,1,1,1,1,1,1
32102,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,50,1,1,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,2,NA,1,1,1,9,3,1,5,511,1,1,1,1,1,1,57,6,3,2,NA,NA,4,1,4,NA
32102,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,50,1,1,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,NA,1,2,2,NA,1,1,1,9,3,1,5,511,1,1,1,1,1,2,3,3,1,1,NA,NA,3,1,3,NA
39880,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,1,1,3,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,3,305,1,1,2,1,2,1,47,3,3,1,1,1,2,1,2,1
39880,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,1,1,3,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,3,305,1,1,2,1,2,2,66,1,3,3,NA,NA,1,1,1,NA
39880,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,1,1,3,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,6,0,3,305,1,1,2,1,2,1,34,3,3,1,NA,NA,3,1,3,NA
49746,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,3,1,1,1,1,NA,0,17,1,1,12,3,20,1,3,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,5,2,5,511,1,2,1,1,1,2,53,1,3,3,1,1,1,1,1,1
49780,3,1,4,1,3,30000,4,1,5000,"CINCO MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17001,2,1,1,1,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,6,0,3,304,1,2,1,1,1,2,56,1,3,3,1,1,1,1,1,1
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,1,0,5,1,1,NA,NA,8,1,8,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,1,27,3,2,1,NA,NA,2,1,2,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,6,5,1,1,NA,NA,7,1,7,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,43,1,2,1,NA,NA,1,1,1,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,64,6,3,3,NA,NA,9,1,9,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,1,22,4,2,3,NA,NA,6,1,6,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,1,24,3,2,1,NA,NA,4,1,4,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,26,3,2,1,NA,NA,3,1,3,NA
53497,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,17001,2,1,2,9,1,1,1,NA,0,17,2,4,NA,NA,NA,1,3,4,2,1,4,4,5,5,5,1,1,2,4,4,4,4,4,4,2,NA,1,1,2,NA,5,1,5,9,1,1,5,510,3,2,5,1,5,2,22,3,2,1,1,1,5,1,5,1
54256,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,1,1,1,1,NA,0,17,1,1,8,4,20,1,1,4,2,2,4,4,4,4,4,1,1,1,4,4,4,4,4,4,2,NA,1,2,2,NA,1,1,1,2,6,4,6,604,1,1,1,1,1,2,60,1,3,3,1,1,1,1,1,1
55127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,3,4,4,2,4,1,1,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,5,510,NA,NA,4,1,4,2,43,3,2,1,NA,NA,2,1,2,NA
55127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,3,4,4,2,4,1,1,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,5,510,NA,NA,4,1,4,2,73,1,3,3,NA,NA,1,1,1,NA
55127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,3,4,4,2,4,1,1,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,5,510,NA,NA,4,1,4,1,17,5,2,1,1,1,4,1,4,1
55127,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,2,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,2,3,4,4,2,4,1,1,3,4,4,4,4,4,4,1,2,1,1,1,1,4,1,4,9,6,0,5,510,NA,NA,4,1,4,1,36,3,2,1,NA,NA,3,1,3,NA
55899,3,1,4,1,30,60000,30,1,2000,"DOS MIL PESOS",NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,17001,1,1,1,2,1,1,1,NA,0,17,1,1,6,4,12,1,3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,3,4,4,407,1,1,2,1,2,1,58,2,3,2,1,1,2,1,2,1
55899,3,1,4,1,30,60000,30,1,2000,"DOS MIL PESOS",NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,17001,1,1,1,2,1,1,1,NA,0,17,1,1,6,4,12,1,3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,3,4,4,407,1,1,2,1,2,2,56,1,3,3,NA,NA,1,1,1,NA
55961,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,1,1,1,3,1,1,1,NA,0,17,1,1,6,4,54,1,1,4,1,1,3,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,2,4,3,304,1,2,2,1,2,1,36,3,1,1,NA,NA,3,1,3,NA
55961,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,1,1,1,3,1,1,1,NA,0,17,1,1,6,4,54,1,1,4,1,1,3,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,2,4,3,304,1,2,2,1,2,1,73,1,2,2,NA,NA,1,1,1,NA
55961,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,1,1,1,3,1,1,1,NA,0,17,1,1,6,4,54,1,1,4,1,1,3,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,2,4,3,304,1,2,2,1,2,2,61,2,2,2,1,1,2,1,2,1
56101,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,1,1,1,1,NA,0,17,1,1,12,4,70,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,0,3,305,1,1,1,1,1,1,42,1,3,3,1,1,1,1,1,1
56270,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,4,2,1,1,1,NA,0,17,2,1,3,1,60,1,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,6,0,4,409,1,1,2,1,2,2,41,1,2,2,NA,NA,1,1,1,NA
56270,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,4,2,1,1,1,NA,0,17,2,1,3,1,60,1,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,6,0,4,409,1,1,2,1,2,1,19,3,2,1,1,1,2,1,2,1
57776,3,1,3,1,20,2e+05,100,1,2000,"DOS MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,1,1,5,1,54,1,1,4,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,1,5,510,1,1,3,1,3,1,34,3,1,2,1,1,3,1,3,1
57776,3,1,3,1,20,2e+05,100,1,2000,"DOS MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,1,1,5,1,54,1,1,4,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,1,5,510,1,1,3,1,3,1,38,3,1,2,NA,NA,2,1,2,NA
57776,3,1,3,1,20,2e+05,100,1,2000,"DOS MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,1,1,5,1,54,1,1,4,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,1,5,510,1,1,3,1,3,1,64,1,3,3,NA,NA,1,1,1,NA
57938,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,2,1,1,1,1,NA,0,17,1,1,6,4,91,1,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,5,1,4,407,1,1,1,1,1,1,60,1,2,2,1,1,1,1,1,1
58009,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,1,1,5,4,50,2,NA,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,2,1,2,9,5,2,4,407,1,1,2,1,2,2,52,1,3,2,NA,NA,1,1,1,NA
58009,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,1,1,5,4,50,2,NA,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,2,1,2,9,5,2,4,407,1,1,2,1,2,1,17,3,2,1,NA,NA,3,1,3,NA
