"D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","DIRECTORIO"
9,6,0,4,409,1,1,16764
9,1,0,5,510,NA,NA,16765
9,2,1,1,100,1,1,16766
3,2,1,6,604,1,2,16767
9,6,0,4,408,NA,NA,16768
9,3,1,7,705,1,2,16769
9,5,4,4,407,1,2,16770
9,2,1,5,511,1,2,16771
9,2,0,6,601,1,2,16772
9,2,4,3,304,1,2,16773
9,6,0,5,512,1,1,16774
9,2,3,3,305,1,2,16775
9,6,0,5,510,3,1,16776
9,2,1,5,511,1,2,16777
9,2,2,7,705,1,2,16778
9,6,0,4,406,NA,NA,16780
9,5,2,5,511,1,2,16781
9,5,1,5,511,1,2,16782
9,6,1,6,602,1,1,16783
9,6,0,4,409,1,1,16784
9,2,0,3,305,1,1,16785
5,6,1,6,603,1,2,16786
9,5,2,6,603,1,1,16787
5,6,1,5,511,1,1,16788
5,2,4,4,409,1,1,16789
9,6,1,5,511,1,1,16790
9,6,1,6,602,1,2,16791
9,1,0,6,601,1,1,16792
9,2,3,5,511,1,1,16793
9,2,7,6,602,1,2,16794
9,2,2,4,406,1,2,16795
9,6,0,6,601,1,1,16797
9,6,0,4,407,NA,NA,16798
9,2,2,4,409,1,2,16800
9,2,5,3,305,1,2,16801
9,6,2,6,603,1,2,16802
9,5,2,6,602,1,2,16803
9,3,0,5,511,1,1,16804
9,1,2,5,511,1,2,16805
9,6,0,7,705,1,1,16806
9,3,2,5,511,1,1,16807
9,6,0,6,603,1,2,16808
5,2,0,6,603,1,2,16809
9,2,4,4,406,1,1,16810
9,6,0,5,511,1,1,16811
9,6,0,4,409,1,2,16812
9,3,3,6,605,1,2,16813
9,2,2,4,408,1,2,16814
9,2,1,7,701,1,2,16815
9,6,0,4,406,NA,NA,16816
9,4,2,4,408,1,1,16817
9,3,2,6,603,1,1,16818
9,3,1,7,704,1,2,16819
9,4,4,3,305,1,2,16820
9,6,0,7,705,1,1,16821
9,6,1,6,602,1,1,16822
9,4,2,3,305,1,2,16823
9,6,0,5,511,1,2,16824
9,6,0,5,510,NA,NA,16826
9,3,3,5,511,1,2,16827
9,6,0,7,706,1,2,16828
9,6,0,7,702,1,1,16829
9,2,2,3,305,1,2,16830
5,3,0,7,705,1,2,16831
1,2,0,5,511,1,1,16832
9,5,1,6,603,1,2,16833
9,2,1,4,409,1,1,16834
9,2,1,5,511,1,2,16835
9,3,2,3,305,1,2,16836
9,2,2,3,305,1,1,16837
9,2,2,6,600,1,2,16838
9,5,2,7,706,1,2,16839
9,2,1,6,605,1,1,16840
9,6,0,4,407,NA,NA,16841
1,5,4,1,100,1,2,16842
9,6,0,4,407,NA,NA,16843
9,5,2,3,305,1,2,16844
5,2,1,6,604,1,2,16845
9,6,0,7,705,1,2,16846
9,3,2,5,511,1,2,16847
9,5,2,4,408,1,1,16848
9,6,0,4,406,NA,NA,16849
9,3,0,8,802,1,1,16850
9,3,4,7,705,1,1,16851
9,3,4,5,511,1,1,16852
9,5,3,7,705,1,1,16853
9,6,0,7,705,1,1,16854
9,5,3,7,706,1,2,16855
9,6,0,7,703,1,2,16856
1,3,3,3,303,1,2,16857
9,2,1,5,511,1,2,16858
5,2,1,3,303,1,1,16859
9,6,0,6,602,1,1,16860
9,6,0,5,510,1,2,16862
9,3,3,3,305,1,1,16864
9,2,0,5,511,1,1,16865
5,6,0,5,511,1,2,16866
9,1,0,4,409,1,1,16867
9,6,0,4,409,NA,NA,16868
9,6,0,6,602,1,1,16869
9,2,2,7,705,1,1,16870
9,2,2,3,304,1,2,16871
5,6,0,4,406,NA,NA,16872
9,2,1,7,710,1,2,16873
9,2,3,4,408,1,2,16874
9,6,0,7,705,1,1,16875
5,5,3,4,407,1,1,16876
9,2,5,3,302,1,2,16877
9,6,0,4,406,NA,NA,16878
9,6,2,5,511,1,2,16879
9,3,2,3,305,1,1,16880
9,2,2,6,602,1,2,16881
9,5,1,5,511,1,2,16883
9,3,0,8,802,1,1,16884
1,2,2,7,705,1,2,16885
9,5,3,5,511,1,1,16886
9,6,1,7,705,1,2,16887
9,6,0,5,511,1,2,16888
9,3,3,7,706,1,1,16889
9,2,2,5,511,1,2,16890
9,3,3,5,511,1,1,16891
9,3,1,3,305,1,1,16892
5,6,0,7,704,1,1,16893
9,2,0,7,705,1,2,16894
9,2,6,4,409,1,1,16895
9,5,3,4,409,1,2,16896
1,6,0,7,705,1,1,16897
9,6,0,4,407,NA,NA,16898
9,2,2,6,602,1,2,16899
1,6,0,4,406,NA,NA,16900
5,2,5,1,100,1,2,16901
5,6,3,6,601,1,2,16902
9,5,4,3,305,1,2,16904
9,5,2,3,305,1,1,16905
9,6,0,5,511,1,2,16906
3,6,0,6,603,1,2,16907
9,3,2,7,710,1,2,16908
9,6,0,5,511,NA,NA,16909
9,2,1,8,801,1,2,16910
9,6,4,8,802,1,1,16911
1,2,2,3,305,1,2,16912
5,2,0,7,704,1,1,16913
9,6,0,3,303,1,1,16914
9,5,2,7,705,1,2,16915
5,6,0,6,602,1,1,16916
9,5,3,3,305,1,2,16917
9,5,3,3,303,1,1,16918
9,1,1,5,511,1,1,16919
9,3,1,5,511,1,1,16920
9,6,0,7,705,1,1,16921
9,5,1,6,603,1,2,16922
9,5,1,4,406,1,1,16923
9,2,2,5,511,1,2,16924
9,6,0,7,705,1,2,16925
9,3,3,5,511,1,2,16926
9,2,3,6,602,1,1,16927
9,3,0,8,802,1,2,16928
9,1,1,4,400,1,2,16929
9,3,3,6,602,1,1,16930
9,5,2,6,602,1,1,16931
5,6,9,3,303,1,2,16932
9,6,0,6,601,NA,NA,16933
9,6,0,8,801,1,1,16934
9,6,0,5,511,1,1,16935
9,5,1,6,602,1,2,16936
9,6,4,6,604,1,2,16937
9,6,1,4,409,1,2,16938
9,6,0,5,511,1,1,16939
5,3,2,5,511,1,2,16940
9,3,4,5,511,1,1,16941
1,3,2,5,513,1,1,16942
9,6,0,6,601,1,1,16943
9,4,3,7,705,1,2,16945
9,3,5,6,601,1,2,16946
9,3,3,7,705,1,2,16947
9,6,0,4,408,NA,NA,16948
9,5,1,6,601,1,2,16949
5,6,0,7,703,1,2,16950
9,2,3,4,406,1,1,16951
9,6,3,5,511,1,2,16952
9,3,3,4,406,1,2,16953
5,2,3,5,511,1,2,16954
9,2,2,5,511,1,1,16955
9,6,1,5,511,1,1,16956
9,5,6,3,303,1,2,16957
9,6,2,5,511,1,2,16958
9,6,0,6,600,2,1,16959
9,6,0,7,705,1,1,16960
9,2,2,6,602,1,1,16961
9,5,2,7,705,1,2,16962
9,6,0,7,702,1,1,16963
9,3,2,7,705,1,2,16964
1,2,4,6,604,1,2,16965
9,6,0,6,602,1,2,16966
9,6,0,5,510,1,1,16967
9,6,0,5,511,NA,NA,16968
9,6,0,7,703,1,2,16969
9,6,0,4,409,1,1,16970
9,2,1,3,305,1,1,16971
9,6,1,7,700,1,2,16972
9,5,1,7,702,1,2,16973
9,6,1,7,702,1,2,16974
9,6,0,6,601,1,2,16976
9,6,2,5,510,1,2,16977
9,5,2,6,603,1,1,16978
9,2,1,5,511,1,1,16979
9,3,5,5,511,1,1,16980
9,5,0,5,511,1,2,16981
5,2,2,5,510,1,1,16982
9,3,1,1,100,1,2,16983
5,2,2,5,511,1,2,16984
9,6,1,5,511,1,2,16985
9,6,3,5,511,1,2,16986
9,2,3,4,400,1,2,16987
9,6,1,7,705,1,2,16990
5,3,2,6,603,1,1,16991
9,3,3,6,603,1,2,16992
9,6,0,7,705,1,2,16994
9,6,1,8,801,1,1,16995
9,2,1,3,303,1,2,16996
9,5,4,5,511,1,1,16997
9,6,2,6,603,1,1,16998
9,3,2,7,705,1,2,16999
9,5,1,6,602,1,2,17000
9,6,0,4,400,NA,NA,17001
9,3,2,8,802,1,2,17002
9,3,4,3,304,1,2,17003
9,5,3,4,409,1,2,17004
9,6,0,4,408,NA,NA,17005
9,2,2,5,511,1,2,17006
5,6,0,7,703,1,1,17007
9,6,0,7,705,1,1,17008
9,6,1,8,800,1,2,17009
9,3,4,5,511,1,2,17010
9,6,0,5,511,1,2,17011
9,2,1,5,511,1,2,17012
9,2,1,7,704,1,1,17013
9,4,2,3,305,1,2,17015
5,2,3,4,406,1,2,17016
5,6,0,3,305,NA,NA,17017
5,2,2,5,512,1,1,17018
9,2,1,4,406,1,2,17019
9,6,0,5,510,NA,NA,17020
9,2,2,6,602,1,2,17021
9,3,2,5,511,1,2,17022
9,2,2,5,511,1,2,17023
9,6,3,4,407,1,1,17024
1,2,2,4,409,1,2,17025
9,3,3,6,602,1,1,17026
9,5,3,3,302,1,1,17027
9,2,0,3,305,1,1,17029
9,3,2,6,602,1,2,17030
9,2,2,5,511,1,2,17031
9,2,1,3,305,1,2,17032
9,1,1,5,511,1,2,17033
9,6,0,4,407,NA,NA,17034
9,6,1,6,604,1,2,17035
1,6,0,7,704,1,1,17036
9,2,2,3,305,1,2,17037
1,5,1,7,710,1,1,17039
5,6,1,7,705,1,2,17040
1,1,1,1,100,1,2,17041
5,3,0,7,710,1,1,17042
9,2,0,5,511,1,1,17043
9,3,2,6,601,1,2,17045
1,1,1,5,511,1,2,17046
9,6,1,7,705,1,2,17047
9,3,2,4,409,1,2,17048
1,2,3,1,100,1,2,17049
9,3,5,4,409,1,2,17050
1,6,5,4,407,1,2,17051
9,2,3,3,301,1,1,17052
1,2,3,5,511,1,1,17053
1,6,0,4,407,1,1,17054
9,3,2,6,602,1,2,17055
9,6,1,5,511,1,2,17056
9,6,0,5,511,1,2,17057
9,4,3,7,705,1,2,17058
9,3,2,7,705,1,1,17060
9,2,1,4,406,1,2,17062
9,2,2,3,305,1,1,17064
5,6,0,5,511,NA,NA,17065
9,2,2,7,704,1,1,17066
9,6,0,7,706,1,2,17067
1,2,1,5,513,1,1,17068
9,2,6,4,408,1,1,17069
9,3,3,5,511,1,1,17070
9,2,3,3,301,1,2,17071
9,3,5,6,603,1,2,17072
9,5,2,6,606,1,1,17073
1,6,0,4,409,1,2,17074
9,4,1,3,304,1,1,17075
9,6,0,4,408,NA,NA,17076
9,2,4,3,305,1,2,17078
9,3,2,7,705,1,2,17079
9,6,0,7,705,1,2,17080
9,2,1,5,513,1,2,17081
1,3,3,4,407,1,1,17082
5,5,5,3,301,1,2,17083
9,3,0,5,511,1,1,17084
9,6,0,7,705,1,1,17085
5,2,2,5,511,1,1,17086
1,3,7,3,301,1,2,17087
9,6,0,4,409,1,2,17088
9,5,2,5,511,1,2,17089
9,6,0,5,511,1,2,17091
9,3,2,3,304,1,2,17092
5,6,0,8,801,1,2,17093
9,2,2,4,407,1,2,17094
9,6,0,5,510,NA,NA,17096
9,2,2,6,602,1,2,17097
9,4,1,8,802,1,2,17098
9,2,2,5,511,1,2,17099
1,3,4,7,710,1,2,17100
9,2,1,4,409,1,2,17101
9,3,1,6,602,1,2,17102
9,2,1,5,511,1,1,17103
1,3,2,8,802,1,2,17104
9,6,0,4,407,NA,NA,17105
9,2,3,4,407,1,2,17106
9,5,0,7,705,1,1,17107
5,6,5,4,409,1,2,17108
9,6,1,6,602,1,2,17109
9,3,2,3,304,1,1,17110
9,2,2,6,601,1,2,17111
9,6,6,4,409,1,2,17112
1,6,0,7,705,1,2,17113
9,6,0,5,511,1,2,17114
9,6,0,4,409,1,2,17115
5,4,2,4,409,1,2,17116
9,1,0,5,511,1,1,17117
9,6,0,5,511,1,1,17118
9,2,0,5,511,1,1,17119
9,5,2,6,602,1,1,17120
9,6,2,3,305,1,2,17121
5,2,2,5,511,1,1,17122
9,3,2,6,603,1,2,17123
9,2,2,4,408,1,1,17125
5,6,0,3,305,NA,NA,17126
9,3,3,6,602,1,2,17128
9,6,0,8,805,1,2,17129
9,6,0,8,801,1,1,17131
9,6,0,6,602,1,2,17132
9,6,0,5,511,1,2,17133
9,3,2,3,303,1,1,17135
9,2,1,5,511,1,1,17136
9,2,1,1,100,1,1,17140
9,6,0,4,407,1,1,17141
1,5,2,3,305,1,2,17143
5,6,0,6,611,1,2,17144
5,6,0,3,301,1,2,17145
1,2,3,6,602,1,1,17146
9,3,2,5,511,1,2,17147
9,6,1,5,511,1,2,17148
9,6,0,6,603,1,2,17149
9,6,0,6,602,1,1,17150
9,6,0,5,512,1,1,17151
1,3,2,7,705,1,2,17152
5,6,0,3,302,1,1,17153
9,5,1,4,408,1,2,17154
5,3,3,5,511,1,1,17155
9,6,2,7,705,1,2,17156
5,5,0,8,801,1,2,17158
9,6,4,4,408,1,1,17159
9,6,1,7,707,1,2,17160
9,5,2,5,513,1,2,17161
9,3,1,6,603,1,1,17163
5,3,2,8,802,1,2,17164
9,6,0,4,409,NA,NA,17165
9,6,0,5,511,1,1,17166
9,2,1,6,603,1,2,17167
9,2,2,3,305,1,2,17168
9,6,0,6,601,1,2,17169
9,5,1,8,802,1,2,17170
9,5,4,5,511,1,2,17171
9,4,1,6,602,1,2,17173
9,6,0,6,602,1,1,17174
9,5,2,7,705,1,1,17175
9,6,0,4,409,1,1,17176
9,6,0,5,511,NA,NA,17177
9,1,0,6,602,1,2,17178
5,2,2,6,601,1,1,17179
9,5,1,5,511,1,2,17180
9,3,2,5,511,1,2,17181
9,5,1,7,702,1,1,17182
9,6,0,5,511,1,2,17183
9,3,3,3,301,1,1,17184
5,2,4,3,305,1,2,17185
9,1,1,6,602,1,2,17186
9,3,2,8,812,1,2,17187
5,2,2,5,511,1,1,17188
9,1,1,6,603,1,1,17189
9,6,1,5,511,1,2,17190
9,6,0,5,512,NA,NA,17191
9,6,2,5,511,1,2,17192
9,6,0,4,407,NA,NA,17195
9,2,0,4,409,NA,NA,17196
9,6,0,7,702,1,1,17197
9,2,3,7,705,1,2,17198
9,6,1,6,602,1,2,17199
9,6,0,8,802,1,2,17200
9,6,0,5,511,1,1,17201
9,3,1,5,511,1,2,17202
9,6,0,7,710,1,2,17203
9,6,0,6,602,1,1,17205
9,5,3,4,407,1,1,17206
1,3,2,8,802,1,1,17207
9,2,2,4,407,1,1,17208
5,6,0,7,703,1,1,17209
9,6,1,3,305,1,2,17211
9,2,7,2,201,1,1,17212
9,6,0,5,511,1,2,17213
9,6,0,4,409,NA,NA,17214
9,2,2,3,301,1,1,17215
9,6,0,4,406,NA,NA,17216
9,2,2,5,511,1,2,17217
9,3,5,3,305,1,2,17220
9,2,2,6,603,1,2,17221
5,6,2,5,510,1,2,17222
9,2,2,6,601,1,1,17223
5,4,11,3,302,1,2,17224
9,6,1,4,406,1,2,17225
5,2,1,5,511,1,1,17226
5,3,2,6,603,1,2,17227
9,2,2,5,511,1,2,17228
5,6,0,7,703,1,2,17229
9,6,1,3,305,1,2,17230
5,5,1,4,407,1,2,17231
9,6,1,6,602,1,2,17232
9,6,1,7,705,1,1,17234
9,6,0,6,603,1,1,17235
9,6,0,7,702,1,1,17236
9,5,1,6,605,1,1,17237
9,6,0,3,305,NA,NA,17238
9,3,3,4,409,1,2,17239
9,2,2,5,511,1,1,17240
9,3,1,8,801,1,2,17241
9,6,0,7,704,1,1,17243
9,4,4,4,409,1,2,17244
9,3,1,7,705,1,2,17245
9,6,0,6,606,1,2,17246
9,3,2,6,603,1,2,17248
9,2,3,5,511,1,2,17249
1,6,1,6,600,1,2,17250
9,6,0,7,703,1,1,17251
9,6,0,6,600,1,1,17252
9,6,0,4,409,1,2,17253
9,6,1,4,400,1,1,17254
9,2,0,5,511,1,1,17255
9,2,1,6,604,1,2,17256
9,2,2,5,511,1,2,17257
9,1,1,5,511,1,2,17258
9,3,2,5,511,1,2,17259
5,6,0,4,407,1,1,17260
9,3,1,8,802,1,2,17261
1,2,1,3,305,1,1,17262
5,2,0,3,305,1,1,17263
9,6,0,6,602,1,2,17264
9,5,2,3,305,1,2,17265
9,5,1,5,511,1,2,17266
9,6,2,4,409,1,2,17267
9,6,1,7,701,1,2,17268
9,6,2,5,511,1,1,17269
9,4,2,3,302,1,2,17270
1,6,0,7,702,1,2,17271
9,6,0,4,409,1,2,17272
5,6,0,7,702,1,2,17273
5,2,0,7,705,1,2,17274
9,6,0,5,510,NA,NA,17275
5,1,0,5,511,1,1,17276
5,6,0,7,702,1,2,17277
9,6,0,4,408,NA,NA,17278
9,2,1,5,511,1,1,17279
9,5,1,4,408,1,2,17280
9,3,4,5,511,1,1,17281
9,3,4,4,407,1,2,17282
9,6,0,5,511,1,1,17283
9,6,3,4,409,1,2,17284
5,2,2,7,705,1,1,17285
9,6,2,7,705,1,2,17286
9,3,3,7,705,1,1,17287
5,5,2,6,603,1,2,17288
5,2,3,6,602,1,2,17289
9,6,2,6,606,1,1,17290
9,5,2,6,602,1,2,17291
9,2,2,7,705,1,2,17292
9,6,2,5,510,1,2,17293
9,6,0,7,702,1,1,17294
5,5,2,4,407,1,1,17295
9,1,0,8,802,1,1,17296
9,6,0,5,511,1,2,17297
9,6,0,5,511,1,1,17298
5,5,1,4,409,NA,NA,17299
9,6,0,5,510,NA,NA,17300
9,2,2,4,408,1,2,17301
9,1,0,7,705,1,1,17302
9,2,2,5,511,1,2,17304
9,2,0,6,606,1,1,17305
9,2,2,3,305,1,1,17307
5,2,0,6,602,1,2,17308
1,6,0,7,702,1,2,17310
9,3,2,5,511,1,2,17311
9,6,0,7,710,1,1,17312
9,6,0,4,408,NA,NA,17313
1,3,4,4,406,1,1,17314
5,6,0,6,601,1,1,17315
9,6,0,4,406,NA,NA,17316
9,5,2,4,408,1,2,17317
9,6,2,5,511,1,2,17318
9,6,0,4,407,1,1,17319
9,6,1,5,511,1,2,17320
9,4,2,3,303,1,2,17322
9,6,0,7,705,1,1,17323
9,2,4,7,705,1,1,17324
9,3,3,3,300,1,2,17325
5,5,1,6,603,1,2,17326
9,6,0,6,602,1,2,17327
9,2,1,6,604,1,2,17328
9,3,4,6,602,1,1,17331
9,2,2,3,303,1,2,17332
9,5,1,6,602,1,2,17333
9,2,4,4,408,1,2,17334
5,6,1,5,511,1,2,17335
9,1,4,5,511,1,2,17336
5,3,0,6,601,1,2,17337
9,2,1,5,511,1,2,17338
9,6,0,4,406,NA,NA,17339
9,6,0,7,705,1,2,17340
9,6,1,5,511,1,2,17341
9,2,2,5,511,1,1,17342
9,6,0,4,407,NA,NA,17343
9,3,5,3,305,1,2,17344
9,3,2,5,511,1,2,17345
9,6,0,8,805,1,2,17347
9,3,2,5,511,1,1,17348
9,2,2,5,511,1,1,17349
5,5,2,6,603,1,2,17350
5,6,0,4,400,NA,NA,17351
9,3,2,5,510,1,2,17352
9,6,2,6,601,1,1,17353
9,2,1,5,510,1,2,17354
9,6,0,3,304,NA,NA,17355
9,3,2,7,705,1,1,17356
9,6,0,7,701,1,2,17357
9,6,0,8,802,1,1,17358
9,6,0,4,407,NA,NA,17359
9,4,3,3,303,1,2,17360
9,6,0,6,603,1,2,17361
9,5,4,3,305,1,1,17362
9,6,0,5,511,1,1,17363
5,6,1,3,305,1,2,17364
9,6,0,7,706,1,1,17365
9,3,2,6,602,1,1,17366
9,4,3,3,305,1,2,17367
5,6,0,7,706,1,2,17368
9,2,1,5,511,1,2,17369
9,3,2,7,705,1,1,17370
9,6,0,5,511,1,1,17371
9,2,2,5,511,1,2,17372
5,6,1,6,605,1,2,17373
5,2,1,7,705,1,2,17374
9,2,1,6,602,1,2,17376
9,5,1,4,400,1,2,17377
9,6,0,7,703,1,1,17378
9,5,2,4,407,1,1,17379
9,3,1,7,704,1,2,17380
9,6,0,7,705,1,1,17381
9,2,1,4,409,1,1,17382
5,3,2,5,510,2,2,17383
9,2,3,4,407,1,1,17384
9,5,2,5,511,1,2,17385
5,2,0,7,705,1,2,17387
9,3,2,5,511,1,2,17388
5,6,0,7,709,1,2,17389
9,6,2,5,511,1,2,17390
9,6,0,7,705,1,1,17393
9,3,1,6,602,1,2,17394
9,5,2,6,602,1,2,17395
9,6,0,3,305,NA,NA,17396
9,4,0,7,705,1,1,17397
9,6,0,7,705,1,1,17398
5,2,2,7,710,1,1,17399
9,5,2,5,511,1,2,17400
9,2,1,6,601,1,1,17401
9,2,4,5,510,1,2,17402
1,3,2,5,513,1,1,17403
9,6,0,5,511,1,1,17404
9,6,0,7,705,1,2,17405
9,2,2,4,406,1,2,17406
9,5,1,6,603,1,2,17407
9,3,3,5,510,1,2,17408
9,6,0,7,705,3,2,17409
9,1,0,6,602,1,1,17410
9,3,1,5,511,1,1,17411
9,3,4,3,302,1,2,17412
1,6,0,5,512,1,1,17413
9,6,0,7,705,1,1,17414
5,6,0,5,510,1,1,17416
9,6,0,7,704,1,2,17417
9,5,0,7,705,1,2,17418
9,2,0,5,511,1,2,17420
9,2,3,4,409,1,2,17421
9,3,1,8,802,1,2,17422
9,5,1,7,705,1,1,17423
5,2,2,6,603,1,1,17424
9,2,2,4,409,1,2,17425
9,2,1,5,511,1,1,17426
5,6,0,3,305,NA,NA,17427
9,5,1,8,802,1,2,17428
9,3,3,7,704,1,2,17429
9,2,3,3,305,1,2,17431
9,3,2,7,705,1,2,17433
9,3,0,7,705,1,1,17434
9,6,1,7,701,1,1,17435
9,4,6,3,302,1,2,17436
9,2,4,7,702,1,2,17437
9,5,2,5,511,1,2,17438
9,5,2,3,305,1,2,17440
9,6,0,6,602,1,1,17441
9,6,0,5,510,NA,NA,17442
9,3,2,5,511,1,2,17443
9,3,1,6,604,1,2,17444
1,1,1,5,511,1,1,17446
9,3,0,7,705,1,2,17447
9,6,0,6,602,1,2,17448
9,2,2,4,409,1,2,17449
1,6,0,8,802,1,1,17450
9,2,3,6,603,1,2,17451
9,2,3,5,511,1,1,17452
9,2,0,6,601,1,2,17454
9,2,4,6,604,1,2,17455
9,2,1,6,604,1,2,17457
9,2,0,7,701,1,2,17459
1,2,3,4,406,1,2,17460
9,6,2,6,603,1,2,17461
9,6,0,5,511,1,1,17462
5,1,3,4,408,1,2,17463
5,3,2,7,705,1,2,17464
9,2,1,3,305,1,1,17465
9,6,1,6,601,1,2,17466
9,2,3,5,511,1,1,17467
9,6,0,4,408,1,1,17468
9,6,1,3,300,1,2,17469
5,6,1,7,705,1,2,17470
9,6,0,5,511,1,2,17471
9,6,0,6,602,1,2,17472
9,6,0,3,305,1,2,17473
9,3,2,5,513,1,2,17474
9,2,2,6,603,1,1,17475
9,2,1,3,305,1,2,17476
5,2,2,7,701,1,2,17479
9,2,1,5,511,1,2,17480
9,2,0,5,511,1,1,17481
5,6,0,4,408,NA,NA,17482
5,1,0,5,511,1,1,17483
9,3,2,7,705,1,2,17484
9,2,2,5,511,1,1,17485
9,1,0,8,802,1,2,17486
9,5,4,8,802,1,2,17487
9,3,2,3,305,1,2,17488
9,2,2,5,511,1,1,17489
9,2,0,7,705,1,2,17490
9,6,0,6,601,1,1,17491
9,6,0,6,601,1,1,17492
1,6,0,4,409,NA,NA,17493
9,6,0,7,706,1,1,17494
9,6,0,6,602,1,1,17495
9,2,5,3,305,1,2,17496
9,6,0,6,602,2,1,17497
9,2,3,5,511,1,1,17498
9,2,4,4,406,1,1,17499
9,6,0,7,705,1,1,17500
9,6,0,7,701,NA,NA,17501
9,6,0,7,705,1,1,17502
5,5,4,5,511,1,2,17503
9,6,0,4,406,NA,NA,17504
9,6,4,3,304,1,2,17505
9,2,1,7,703,1,1,17506
9,2,1,5,511,1,2,17507
5,2,3,5,511,1,1,17508
9,6,0,5,511,1,1,17509
9,1,1,7,705,1,2,17510
9,6,0,5,511,NA,NA,17511
9,3,2,6,602,1,2,17512
9,6,0,5,511,1,1,17513
5,2,1,5,511,1,2,17514
1,2,4,5,511,1,1,17515
9,3,2,8,803,1,2,17516
5,2,3,7,703,1,1,17517
9,3,5,5,511,1,2,17518
1,6,0,6,602,1,1,17519
9,6,0,5,512,1,2,17520
9,6,0,4,408,1,1,17521
9,5,4,6,602,1,2,17522
1,6,3,4,407,1,2,17523
9,6,2,5,511,1,2,17524
9,4,4,5,511,1,2,17525
1,2,2,7,705,1,2,17526
5,2,3,4,407,1,1,17528
9,5,1,8,802,1,2,17529
1,2,2,4,408,1,1,17530
9,6,0,5,511,1,1,17531
9,2,2,6,603,1,1,17533
5,6,0,7,701,NA,NA,17535
9,1,2,5,512,1,2,17536
9,5,1,7,705,1,2,17537
9,2,2,7,705,1,1,17538
9,5,3,4,408,1,2,17539
9,2,1,1,100,1,1,17540
9,5,2,4,407,1,2,17541
9,6,2,5,511,1,2,17542
5,6,0,5,511,1,2,17543
5,2,3,5,511,1,1,17544
1,3,3,7,705,1,2,17546
9,2,2,4,406,1,2,17547
9,6,0,5,511,1,1,17548
9,1,0,8,801,1,1,17549
9,2,3,6,601,1,1,17550
9,2,1,5,511,1,2,17551
9,6,0,7,709,1,1,17552
9,1,0,5,513,3,2,17553
9,3,1,7,703,1,2,17554
9,4,4,5,511,1,2,17555
9,1,4,1,100,1,2,17556
9,5,4,5,512,1,2,17557
9,6,0,5,511,NA,NA,17558
9,6,0,3,305,NA,NA,17559
9,5,2,5,511,1,2,17560
9,6,3,5,511,1,2,17561
9,5,2,3,305,1,2,17562
9,6,0,5,511,1,1,17563
5,2,6,3,302,1,2,17564
5,2,9,4,407,1,1,17565
9,6,0,4,409,NA,NA,17566
9,6,0,4,407,NA,NA,17567
9,6,0,5,511,2,1,17568
9,3,1,5,511,1,1,17569
5,6,1,7,704,1,2,17570
9,6,1,7,701,1,2,17571
9,3,0,8,802,1,2,17572
9,3,3,6,602,1,2,17574
1,3,2,7,705,1,1,17575
9,2,3,6,610,1,2,17576
9,3,2,7,705,1,2,17577
9,2,1,6,603,1,2,17578
9,5,1,4,407,1,2,17579
9,6,2,3,301,1,2,17580
9,6,0,4,408,NA,NA,17581
9,4,3,3,302,1,2,17582
9,3,1,7,705,1,1,17583
9,4,4,3,302,1,2,17584
9,5,4,4,408,1,2,17585
9,1,3,4,409,1,2,17586
9,2,3,5,511,1,2,17587
9,6,0,7,705,1,2,17589
9,5,2,3,305,1,2,17590
1,3,3,4,406,1,2,17591
9,6,0,5,510,NA,NA,17592
9,2,7,3,305,1,1,17593
9,6,0,7,701,1,2,17594
9,5,2,7,706,1,2,17595
9,1,1,5,511,1,1,17596
5,6,0,4,400,NA,NA,17597
5,6,1,4,408,1,2,17598
9,5,2,5,511,1,2,17599
9,3,2,5,512,1,2,17601
1,2,0,7,705,1,1,17602
9,4,6,4,406,1,2,17603
9,2,0,7,705,1,1,17604
9,2,2,4,407,1,1,17605
9,6,0,5,510,1,1,17606
9,6,0,4,407,NA,NA,17607
9,6,0,6,602,1,2,17608
9,6,0,6,603,1,1,17609
9,6,0,6,601,1,2,17610
9,5,1,5,511,1,1,17611
9,2,1,6,603,1,2,17612
9,5,1,5,511,1,2,17613
9,6,1,6,602,1,1,17614
9,3,2,5,511,1,2,17615
9,5,2,5,511,1,1,17616
9,6,0,7,702,1,2,17617
9,6,0,7,702,1,2,17618
9,1,1,4,409,1,2,17619
5,6,0,6,605,1,1,17620
9,2,1,7,705,1,1,17621
9,2,1,4,406,1,1,17622
9,2,3,4,409,1,2,17623
9,6,0,3,305,1,1,17624
9,6,0,5,511,1,2,17625
9,5,1,7,705,1,2,17626
9,3,2,6,603,1,2,17627
9,6,1,6,602,1,2,17630
9,3,3,8,802,1,1,17631
9,2,0,3,302,1,1,17632
9,5,3,4,407,1,2,17633
9,6,0,6,602,1,1,17634
9,2,1,5,511,1,2,17635
9,6,0,3,300,1,1,17636
9,2,0,5,511,1,1,17637
9,5,3,1,100,1,2,17638
5,2,3,5,511,1,2,17639
5,5,3,7,705,1,2,17640
9,5,3,3,303,1,2,17641
9,6,0,4,408,NA,NA,17642
9,2,2,5,512,1,2,17644
9,6,0,4,408,NA,NA,17645
9,6,0,4,406,1,1,17646
9,6,0,6,601,1,2,17647
9,6,0,5,510,1,1,17648
9,2,4,4,408,1,1,17649
9,6,0,4,409,NA,NA,17650
