"Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","DIRECTORIO"
"99001",1,1,1,3,34779
"99001",1,1,1,3,34807
"99001",3,1,1,2,34875
"99001",1,1,1,3,34913
"99001",1,1,1,3,34943
"99001",1,1,1,3,34970
"99001",3,1,1,3,34987
"99001",1,1,1,4,35057
"99001",2,1,3,2,35079
"99001",1,1,3,3,35127
"99001",2,1,1,3,35168
"99001",1,1,3,5,35189
"99001",1,1,3,3,35217
"99001",2,1,1,4,35222
"99001",2,1,3,3,35244
"99001",1,1,3,3,35263
"99001",1,1,1,2,35271
"99001",4,1,1,4,35331
"99001",2,1,1,2,35347
"99001",1,1,1,5,35369
"99001",1,1,1,2,35854
"99001",1,1,1,4,35875
"99001",1,1,1,2,35897
"99001",1,1,1,6,35962
"99001",1,1,1,3,35996
"99001",1,1,1,5,36032
"99001",1,1,1,4,36067
"99001",1,1,1,4,36101
"99001",1,1,1,6,36133
"99001",1,1,8,5,36161
"99001",1,1,1,6,36417
"99001",1,1,1,2,36450
"99001",1,2,NA,5,36485
"99001",1,1,1,4,36632
"99001",1,2,NA,6,36667
"99001",1,1,1,4,36703
"99001",1,1,1,9,36710
"99001",1,1,1,2,36753
"99001",3,1,1,6,36762
"99001",2,1,1,2,36778
"99001",1,1,1,10,36787
"99001",2,1,1,7,36789
"99001",1,1,1,2,36800
"99001",1,1,1,8,36812
"99001",2,1,1,4,36814
"99001",1,1,1,6,36827
"99001",1,1,1,1,37095
"99001",1,1,1,2,37128
"99001",1,2,NA,2,37164
"99001",1,1,1,3,37195
"99001",1,1,1,6,37257
"99001",1,1,1,3,37292
"99001",1,1,3,2,37348
"99001",1,1,1,3,37372
"99001",1,1,1,5,37542
"99001",1,1,2,3,37645
"99001",2,1,1,3,38025
"99001",1,1,2,4,38067
"99001",1,1,2,4,38169
"99001",2,1,1,2,38245
"99001",1,1,1,3,38268
"99001",2,1,1,3,38296
"99001",1,1,1,3,38334
"99001",1,1,1,3,38370
"99001",1,1,1,9,38433
"99001",1,1,1,4,38462
"99001",1,1,1,2,38523
"99001",1,1,1,1,38540
"99001",1,2,NA,2,38560
"99001",1,1,1,4,38575
"99001",1,1,1,4,38598
"99001",1,1,1,3,38603
"99001",1,1,1,3,39999
"99001",1,1,1,7,40019
"99001",1,1,1,3,40036
"99001",1,1,1,3,40078
"99001",1,1,1,3,40128
"99001",2,1,2,2,40165
"99001",1,1,1,4,40191
"99001",2,1,2,2,40206
"99001",1,1,2,3,40464
"99001",1,1,1,2,40947
"99001",2,1,2,2,40974
"99001",1,1,2,2,40999
"99001",1,1,1,2,41041
"99001",2,1,3,3,41095
"99001",1,1,1,1,42139
"99001",3,1,1,2,44021
"99001",1,1,1,1,44032
"99001",2,1,1,5,44040
"99001",3,1,1,2,44052
"99001",1,1,1,1,44059
"99001",2,1,1,3,44470
"99001",1,1,1,4,44655
"99001",1,1,1,4,44698
"99001",1,1,1,4,44733
"99001",2,1,1,5,45009
"99001",2,1,1,2,45592
"99001",1,1,1,4,45967
"99001",1,1,1,3,45985
"99001",1,1,1,3,46016
"99001",1,2,NA,1,46028
"99001",1,1,1,4,46042
"99001",1,1,1,2,46354
"99001",1,1,2,4,46386
"99001",2,1,1,3,46412
"99001",2,1,1,1,46416
"99001",1,1,8,5,48665
"99524",1,1,1,4,48704
