"Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","DIRECTORIO"
"52356",2,1,3,3,10523
"52001",2,1,1,2,10530
"52356",1,1,3,5,10534
"52001",2,1,4,5,10539
"52356",1,1,2,5,10551
"52001",2,1,3,4,10570
"52356",2,1,1,4,10571
"52356",2,1,2,3,10587
"52001",2,1,3,4,10597
"52001",1,1,3,3,10619
"52001",2,1,2,5,10643
"52001",1,1,1,3,11294
"52001",1,1,2,4,11295
"52001",2,1,2,2,11304
"52001",3,1,2,2,11315
"52001",2,1,2,1,11327
"52001",2,1,2,4,11336
"52001",1,1,3,6,11380
"52001",1,1,2,7,11422
"52001",1,1,3,2,11457
"52001",2,1,3,2,11881
"52001",2,1,2,4,11916
"52001",1,1,3,3,11952
"52001",1,1,2,1,11980
"52001",1,1,3,1,12015
"52001",2,1,2,4,12039
"52001",1,1,3,2,12049
"52001",1,1,3,3,12068
"52001",3,1,2,1,12120
"52001",2,1,3,1,12124
"52001",2,1,3,3,12161
"52001",1,1,3,6,12162
"52001",1,1,3,4,12182
"52001",3,1,3,1,12271
"52356",2,1,3,2,12282
"52356",2,1,3,2,12293
"52356",1,1,3,1,12366
"52356",2,1,3,2,12368
"52001",1,1,3,1,12372
"52356",2,1,3,2,12375
"52001",1,1,3,3,12387
"52001",1,1,2,3,12403
"52356",1,1,3,3,12423
"52001",3,1,2,1,12428
"52356",1,1,3,2,12438
"52356",2,1,4,4,12446
"52001",2,1,3,2,12464
"52356",2,1,3,1,12475
"52001",2,1,3,4,12482
"52356",2,1,4,3,12492
"52001",2,1,3,5,12500
"52356",2,1,4,4,12522
"52356",1,1,3,3,12543
"52001",3,1,3,1,12560
"52001",2,1,2,4,12584
"52001",3,1,3,2,12614
"52001",1,1,1,7,12633
"52001",3,1,3,4,12649
"52001",1,1,1,4,12656
"52001",3,1,3,2,12679
"52001",2,1,3,1,12710
"52001",2,1,3,1,12746
"52356",1,1,3,2,13055
"52356",1,1,3,3,13112
"52001",2,1,2,4,13113
"52001",2,1,3,2,13168
"52001",2,1,3,6,13222
"52356",1,1,3,3,13227
"52001",2,1,2,2,13267
"52356",2,1,3,2,13280
"52356",2,1,1,5,13363
"52356",2,1,4,1,13394
"52356",1,1,3,3,13424
"52356",2,1,3,4,13454
"52356",2,1,3,4,13486
"52356",3,1,3,3,13509
"52356",2,1,3,4,13511
"52356",2,1,3,4,13531
"52356",1,1,3,4,13548
"52356",1,1,3,1,13555
"52356",1,1,3,3,13569
"52356",2,1,3,3,13661
"52356",2,1,3,1,13665
"52356",2,1,3,3,13670
"52356",2,1,3,1,13689
"52356",1,1,1,3,13693
"52356",1,1,3,2,13699
"52356",1,1,3,3,13713
"52356",2,1,2,2,13736
"52356",1,1,4,4,13742
"52356",2,1,2,4,13772
"52356",2,1,3,3,13780
"52356",2,1,2,2,13826
"52356",1,1,3,4,13843
"52356",2,1,2,3,13863
"52356",1,1,3,4,13913
"52356",1,1,3,3,13940
"52356",1,1,3,5,13978
"52356",2,1,2,5,13987
"52356",1,1,3,4,14027
"52356",1,1,3,2,14056
"52356",1,1,3,3,14076
"52356",2,1,3,2,14116
"52356",3,1,2,1,14122
"52356",1,1,1,3,14160
"52001",1,1,3,4,14227
"52001",1,1,3,3,14271
"52001",1,1,3,2,14330
"52001",1,1,3,3,14479
"52001",1,1,2,2,14483
"52001",1,1,3,3,14507
"52001",1,1,3,2,14509
"52001",1,1,3,3,14524
"52001",1,1,3,4,14534
"52001",1,1,1,5,14545
"52001",1,1,3,8,14570
"52001",1,1,2,6,14574
"52001",1,1,2,4,14602
"52001",2,1,2,4,14635
"52356",1,1,1,2,14642
"52001",1,1,2,6,14649
"52356",3,1,1,4,14653
"52356",1,1,1,4,14670
"52356",1,1,1,4,14688
"52001",2,1,2,3,14692
"52356",2,1,2,4,14693
"52356",1,1,1,3,14694
"52001",1,1,2,4,14701
"52356",1,1,1,3,14703
"52356",1,1,1,4,14706
"52356",2,1,2,3,14708
"52356",1,1,2,6,14721
"52356",3,1,1,2,14724
"52001",1,1,3,1,14725
"52356",1,1,1,5,14737
"52001",1,1,2,2,14738
"52356",1,1,1,3,14739
"52356",1,1,2,2,14741
"52001",2,1,2,3,14751
"52356",1,1,2,5,14752
"52356",1,1,1,5,14756
"52001",1,1,2,4,14758
"52356",1,1,1,8,14761
"52356",2,1,2,2,14763
"52356",1,1,2,1,14773
"52001",2,1,2,5,14777
"52356",2,1,2,2,14780
"52356",2,1,2,3,14788
"52001",2,1,2,3,14845
"52001",2,1,2,4,14861
"52001",1,1,2,2,14863
"52001",2,1,2,3,14865
"52001",2,1,2,3,14871
"52001",1,1,2,5,14883
"52001",2,1,2,1,14889
"52001",2,1,4,1,14905
"52001",2,1,2,2,14907
"52001",1,1,4,2,14912
"52356",1,1,2,3,14919
"52356",1,1,2,4,14936
"52001",1,1,4,2,14944
"52356",2,1,2,4,14953
"52001",1,1,4,3,14976
"52001",1,1,3,6,14989
"52001",1,1,3,5,15015
"52001",1,1,3,2,15043
"52001",1,1,3,5,15073
"52001",1,1,3,4,15106
"52001",2,1,1,1,15109
"52001",1,1,3,5,15138
"52001",1,1,4,2,15143
"52001",1,1,3,3,15164
"52001",1,1,3,2,15189
"52001",1,1,3,3,15215
"52001",1,1,2,2,15222
"52001",1,1,1,2,15258
"52001",2,1,3,6,15262
"52001",1,1,3,4,15290
"52001",1,1,3,5,15307
"52001",2,1,3,1,15325
"52001",1,1,3,3,15345
"52001",2,1,3,2,15360
"52001",1,1,2,5,16105
"52001",2,1,1,4,16118
"52001",1,1,1,3,16119
"52001",2,1,1,3,16138
"52001",1,1,3,2,16155
"52001",1,1,2,4,16160
"52001",2,1,3,2,16163
"52001",1,1,3,2,16180
"52001",2,1,4,1,16190
"52001",2,1,3,2,16213
"52001",2,1,3,3,16214
"52001",2,1,4,1,16224
"52001",2,1,3,2,16250
"52001",2,1,3,4,16253
"52001",2,1,3,1,16277
"52001",1,1,2,3,16401
"52001",1,1,2,12,16675
"52001",1,1,2,4,16707
"52001",1,1,3,6,16738
"52001",1,1,2,6,16763
"52001",2,1,3,5,16791
"52001",2,1,3,2,16836
"52001",2,1,3,3,16850
"52001",2,1,2,5,16868
"52001",1,1,3,1,16886
"52001",2,1,3,4,16900
"52001",2,1,2,5,17133
"52001",1,1,2,7,17287
"52001",1,1,2,5,17318
"52001",1,1,2,4,17353
"52001",1,1,2,4,17378
"52001",2,1,3,2,17408
"52001",2,1,2,3,17436
"52001",2,1,1,5,17446
"52001",1,1,2,4,17464
"52001",2,1,2,1,17492
"52001",2,1,1,2,17523
"52001",1,1,1,4,17524
"52001",2,1,1,4,17567
"52001",2,1,1,4,17607
"52001",2,1,1,6,17796
"52001",2,1,1,3,17830
"52001",2,1,1,3,17839
"52001",2,1,1,6,17893
"52001",2,1,1,4,17920
"52001",1,1,1,4,17951
"52001",2,1,1,3,17974
"52001",2,1,1,3,17980
"52001",1,1,1,5,17993
"52001",1,1,1,5,17997
"52001",1,1,1,2,18021
"52001",2,1,1,3,18082
"52001",1,1,2,4,18299
"52001",2,1,2,4,18323
"52001",1,1,3,2,18337
"52001",2,1,3,5,18379
"52001",1,1,3,4,18432
"52001",1,1,3,4,18436
"52001",1,1,3,3,18480
"52001",2,1,3,2,18512
"52001",2,1,1,3,18514
"52001",1,1,5,6,18556
"52001",2,1,3,1,18558
"52001",2,1,3,1,18584
"52001",1,1,3,2,18622
"52001",2,1,3,4,18655
"52001",1,1,1,5,18933
"52001",1,1,5,3,19309
"52001",1,1,5,4,19316
"52001",2,1,3,2,19329
"52001",1,1,3,2,19374
"52001",1,1,2,6,19392
"52001",1,1,5,2,19435
"52001",1,1,5,2,19454
"52001",3,1,5,1,19476
"52001",1,1,3,2,19755
"52001",1,1,3,2,19803
"52001",1,1,3,4,19833
"52001",1,1,3,3,19867
"52001",1,1,3,3,20046
"52001",1,1,3,5,20059
"52001",1,1,1,5,20181
"52001",2,1,3,6,20203
"52001",1,1,4,5,20230
"52835",2,1,1,3,20685
"52835",1,1,1,3,20695
"52835",1,1,1,7,20705
"52835",2,1,1,5,20718
"52835",2,1,1,2,20737
"52835",2,1,1,3,20741
"52835",2,1,1,3,20742
"52835",2,1,1,3,20745
"52835",1,1,1,3,20749
"52835",1,1,1,3,20752
"52835",1,1,1,4,20754
"52835",1,1,1,5,20757
"52835",1,1,1,4,20835
"52835",1,1,1,5,20837
"52835",2,1,1,4,20841
"52835",2,1,1,5,20842
"52835",2,1,1,5,20845
"52835",1,1,1,4,20849
"52835",2,1,1,1,20852
"52001",2,1,2,3,22423
"52835",1,1,1,3,22492
"52835",1,1,1,5,22870
"52835",2,1,1,5,22878
"52835",2,1,1,2,23233
"52835",2,1,1,1,23260
"52835",1,1,1,1,23301
"52835",1,1,1,7,23320
"52835",2,1,1,1,23343
"52835",3,1,1,3,23399
"52835",1,1,1,8,23433
"52835",1,1,1,5,23443
"52835",1,1,1,4,23492
"52835",2,1,1,4,23495
"52835",1,1,1,4,23515
"52835",1,1,1,3,23527
"52835",2,1,1,2,23555
"52835",1,1,1,7,23562
"52001",2,1,3,1,23587
"52835",1,1,1,2,23602
"52001",2,1,3,2,23621
"52835",1,1,1,3,23622
"52001",1,1,3,5,23679
"52001",2,1,3,1,23709
"52835",1,1,1,6,23726
"52001",1,1,1,6,23727
"52001",1,1,2,5,23729
"52835",1,1,1,8,23757
"52001",1,1,1,2,23762
"52001",1,1,3,5,23772
"52835",1,1,1,5,23780
"52001",1,1,1,4,23781
"52835",1,1,1,4,23791
"52001",1,1,1,4,23793
"52001",1,1,3,3,23794
"52001",1,1,1,4,23807
"52001",1,1,3,4,23809
"52835",1,1,1,4,23819
"52835",1,1,1,3,23822
"52001",1,1,2,3,23829
"52001",2,1,2,2,23840
"52001",1,1,5,2,23843
"52001",1,1,2,3,23851
"52001",1,1,5,2,23852
"52001",2,1,2,3,23992
"52001",1,1,3,2,24017
"52001",2,1,2,2,24030
"52001",1,1,5,6,24064
"52001",1,1,3,3,24097
"52001",1,1,1,3,24246
"52001",2,1,1,3,24332
"52001",1,1,2,3,24393
"52001",2,1,1,4,24409
"52001",2,1,1,2,24440
"52001",1,1,1,4,24507
"52001",1,1,1,5,24508
"52001",1,1,1,2,24558
"52001",1,1,1,4,24567
"52001",2,1,2,1,24587
"52001",2,1,1,6,24603
"52001",1,1,1,2,24662
"52001",2,1,1,3,24960
"52001",1,1,4,2,24993
"52001",1,1,4,3,25019
"52001",1,1,1,4,25030
"52001",3,1,1,3,25051
"52001",2,1,3,3,25057
"52001",1,1,3,3,25086
"52001",1,1,1,4,25091
"52001",2,1,3,5,25109
"52001",2,1,3,1,25173
"52001",2,1,1,2,25213
"52001",2,1,1,3,25233
"52001",1,1,4,2,25509
"52001",1,1,4,3,25515
"52001",3,1,2,2,25523
