"DIRECTORIO","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y","PER_SELECCIONADA"
1,15001,1,1,3,4,1,1,1,NA,0,15,2,4,NA,NA,NA,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,2,1,2,9,3,2,7,706,1,2,2,1,2,2,56,2,2,2,1,1,2,1,2,1
1,15001,1,1,3,4,1,1,1,NA,0,15,2,4,NA,NA,NA,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,2,1,2,9,3,2,7,706,1,2,2,1,2,2,28,3,1,1,NA,NA,3,1,3,NA
1,15001,1,1,3,4,1,1,1,NA,0,15,2,4,NA,NA,NA,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,2,1,2,9,3,2,7,706,1,2,2,1,2,1,59,1,2,2,NA,NA,1,1,1,NA
1,15001,1,1,3,4,1,1,1,NA,0,15,2,4,NA,NA,NA,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,2,1,2,9,3,2,7,706,1,2,2,1,2,1,25,3,1,1,NA,NA,4,1,4,NA
2,15001,1,1,2,3,1,1,1,NA,0,15,2,4,NA,NA,NA,1,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,1,4,4,1,100,1,2,1,1,1,2,33,3,2,1,NA,NA,2,1,2,NA
2,15001,1,1,2,3,1,1,1,NA,0,15,2,4,NA,NA,NA,1,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,1,4,4,1,100,1,2,1,1,1,2,62,1,2,2,1,1,1,1,1,1
2,15001,1,1,2,3,1,1,1,NA,0,15,2,4,NA,NA,NA,1,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,1,4,4,1,100,1,2,1,1,1,1,11,5,2,1,NA,NA,3,1,3,NA
3,15001,2,1,3,4,1,1,1,NA,0,15,1,1,8,1,48,1,1,4,2,2,4,4,2,2,3,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,1,5,511,1,1,1,1,1,2,52,2,2,1,NA,NA,2,1,2,NA
3,15001,2,1,3,4,1,1,1,NA,0,15,1,1,8,1,48,1,1,4,2,2,4,4,2,2,3,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,1,5,511,1,1,1,1,1,1,54,1,3,2,1,1,1,1,1,1
3,15001,2,1,3,4,1,1,1,NA,0,15,1,1,8,1,48,1,1,4,2,2,4,4,2,2,3,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,1,5,511,1,1,1,1,1,2,90,6,3,3,NA,NA,4,1,4,NA
