"DIRECTORIO","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y","PER_SELECCIONADA"
78,85001,1,1,2,2,1,1,1,NA,0,85,1,2,NA,NA,NA,1,3,4,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,1,2,NA,1,1,1,9,5,3,4,400,1,2,1,1,1,2,38,1,2,2,1,1,1,1,1,1
78,85001,1,1,2,2,1,1,1,NA,0,85,1,2,NA,NA,NA,1,3,4,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,1,2,NA,1,1,1,9,5,3,4,400,1,2,1,1,1,2,18,3,2,1,NA,NA,2,1,2,NA
80,85001,3,1,1,2,1,1,1,NA,0,85,1,1,8,1,105,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,3,1,5,510,1,1,1,1,1,2,38,2,2,2,NA,NA,2,1,2,NA
80,85001,3,1,1,2,1,1,1,NA,0,85,1,1,8,1,105,1,3,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,9,3,1,5,510,1,1,1,1,1,1,40,1,2,2,1,1,1,1,1,1
99,85001,3,1,2,5,1,1,1,NA,0,85,1,1,7,1,36,2,NA,4,1,2,4,1,3,4,4,3,2,4,5,4,4,4,2,3,1,2,1,2,2,NA,5,1,5,9,5,1,5,510,1,2,5,1,5,1,1,3,2,1,NA,NA,4,1,4,NA
99,85001,3,1,2,5,1,1,1,NA,0,85,1,1,7,1,36,2,NA,4,1,2,4,1,3,4,4,3,2,4,5,4,4,4,2,3,1,2,1,2,2,NA,5,1,5,9,5,1,5,510,1,2,5,1,5,2,30,1,2,2,NA,NA,1,1,1,NA
99,85001,3,1,2,5,1,1,1,NA,0,85,1,1,7,1,36,2,NA,4,1,2,4,1,3,4,4,3,2,4,5,4,4,4,2,3,1,2,1,2,2,NA,5,1,5,9,5,1,5,510,1,2,5,1,5,1,6,3,2,1,NA,NA,3,1,3,NA
99,85001,3,1,2,5,1,1,1,NA,0,85,1,1,7,1,36,2,NA,4,1,2,4,1,3,4,4,3,2,4,5,4,4,4,2,3,1,2,1,2,2,NA,5,1,5,9,5,1,5,510,1,2,5,1,5,2,39,8,2,2,1,1,5,1,5,1
99,85001,3,1,2,5,1,1,1,NA,0,85,1,1,7,1,36,2,NA,4,1,2,4,1,3,4,4,3,2,4,5,4,4,4,2,3,1,2,1,2,2,NA,5,1,5,9,5,1,5,510,1,2,5,1,5,1,12,3,2,1,NA,NA,2,1,2,NA
120,85001,2,1,1,2,1,1,1,NA,0,85,1,1,9,1,40,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,5,2,6,600,1,2,1,1,1,1,12,3,2,1,NA,NA,2,1,2,NA
