"DIRECTORIO","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y","PER_SELECCIONADA"
1503,41001,1,1,2,3,1,1,1,NA,0,41,2,3,NA,NA,NA,1,3,4,2,2,4,4,5,5,4,1,1,1,4,4,4,4,4,4,1,9,1,1,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,2,78,6,2,2,NA,NA,3,1,3,NA
1503,41001,1,1,2,3,1,1,1,NA,0,41,2,3,NA,NA,NA,1,3,4,2,2,4,4,5,5,4,1,1,1,4,4,4,4,4,4,1,9,1,1,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,1,24,3,2,1,1,1,2,1,2,1
1503,41001,1,1,2,3,1,1,1,NA,0,41,2,3,NA,NA,NA,1,3,4,2,2,4,4,5,5,4,1,1,1,4,4,4,4,4,4,1,9,1,1,2,NA,2,1,2,9,6,0,5,511,1,1,2,1,2,2,50,1,2,1,NA,NA,1,1,1,NA
1748,41001,1,1,2,2,1,1,1,NA,0,41,1,1,12,1,60,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,6,0,8,802,1,1,1,1,1,1,47,1,2,1,1,1,1,1,1,1
1748,41001,1,1,2,2,1,1,1,NA,0,41,1,1,12,1,60,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,6,0,8,802,1,1,1,1,1,2,67,6,3,3,NA,NA,2,1,2,NA
1762,41001,1,1,3,3,1,1,1,NA,0,41,2,4,NA,NA,NA,1,1,4,1,2,4,4,3,3,4,4,2,4,4,3,4,4,3,4,2,NA,2,NA,2,NA,2,1,2,9,3,4,4,408,1,2,2,1,2,2,62,2,2,2,1,1,2,1,2,1
1762,41001,1,1,3,3,1,1,1,NA,0,41,2,4,NA,NA,NA,1,1,4,1,2,4,4,3,3,4,4,2,4,4,3,4,4,3,4,2,NA,2,NA,2,NA,2,1,2,9,3,4,4,408,1,2,2,1,2,1,69,1,2,2,NA,NA,1,1,1,NA
1762,41001,1,1,3,3,1,1,1,NA,0,41,2,4,NA,NA,NA,1,1,4,1,2,4,4,3,3,4,4,2,4,4,3,4,4,3,4,2,NA,2,NA,2,NA,2,1,2,9,3,4,4,408,1,2,2,1,2,2,40,3,1,1,NA,NA,3,1,3,NA
1806,41001,1,1,3,4,1,1,1,NA,0,41,1,1,12,1,100,1,1,5,2,2,4,4,5,5,5,3,3,3,3,3,3,3,3,3,2,NA,2,NA,2,NA,2,1,2,9,1,2,7,706,1,2,2,1,2,2,4,3,2,1,NA,NA,3,1,3,NA
1806,41001,1,1,3,4,1,1,1,NA,0,41,1,1,12,1,100,1,1,5,2,2,4,4,5,5,5,3,3,3,3,3,3,3,3,3,2,NA,2,NA,2,NA,2,1,2,9,1,2,7,706,1,2,2,1,2,1,28,1,2,2,NA,NA,1,1,1,NA
1806,41001,1,1,3,4,1,1,1,NA,0,41,1,1,12,1,100,1,1,5,2,2,4,4,5,5,5,3,3,3,3,3,3,3,3,3,2,NA,2,NA,2,NA,2,1,2,9,1,2,7,706,1,2,2,1,2,2,28,2,2,2,1,1,2,1,2,1
1806,41001,1,1,3,4,1,1,1,NA,0,41,1,1,12,1,100,1,1,5,2,2,4,4,5,5,5,3,3,3,3,3,3,3,3,3,2,NA,2,NA,2,NA,2,1,2,9,1,2,7,706,1,2,2,1,2,1,1,3,1,1,NA,NA,4,1,4,NA
1928,41001,1,1,1,2,1,1,1,NA,0,41,2,4,NA,NA,NA,1,1,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,9,3,5,3,305,1,2,1,1,1,1,77,2,3,3,NA,NA,2,1,2,NA
1928,41001,1,1,1,2,1,1,1,NA,0,41,2,4,NA,NA,NA,1,1,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,9,3,5,3,305,1,2,1,1,1,2,63,1,3,3,1,1,1,1,1,1
1975,41001,1,1,3,3,1,1,1,NA,0,41,1,1,2,1,60,1,2,4,2,2,4,4,5,5,4,5,5,5,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,3,4,406,1,1,1,1,1,2,8,3,1,1,NA,NA,3,1,3,NA
1975,41001,1,1,3,3,1,1,1,NA,0,41,1,1,2,1,60,1,2,4,2,2,4,4,5,5,4,5,5,5,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,3,4,406,1,1,1,1,1,2,49,2,2,2,NA,NA,2,1,2,NA
1975,41001,1,1,3,3,1,1,1,NA,0,41,1,1,2,1,60,1,2,4,2,2,4,4,5,5,4,5,5,5,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,3,4,406,1,1,1,1,1,1,54,1,2,2,1,1,1,1,1,1
2018,41001,1,1,3,3,1,1,1,NA,0,41,1,2,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,1,7,705,1,1,1,1,1,2,52,2,2,2,NA,NA,2,1,2,NA
2018,41001,1,1,3,3,1,1,1,NA,0,41,1,2,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,1,7,705,1,1,1,1,1,2,23,3,1,1,NA,NA,3,1,3,NA
2018,41001,1,1,3,3,1,1,1,NA,0,41,1,2,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,1,7,705,1,1,1,1,1,1,50,1,2,2,1,1,1,1,1,1
2060,41001,1,1,3,5,1,1,1,NA,0,41,1,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,5,1,5,9,6,0,5,511,1,2,5,1,5,1,25,3,1,1,NA,NA,3,1,3,NA
2060,41001,1,1,3,5,1,1,1,NA,0,41,1,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,5,1,5,9,6,0,5,511,1,2,5,1,5,1,62,1,2,2,NA,NA,1,1,1,NA
2060,41001,1,1,3,5,1,1,1,NA,0,41,1,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,5,1,5,9,6,0,5,511,1,2,5,1,5,2,20,3,1,1,1,1,5,1,5,1
2060,41001,1,1,3,5,1,1,1,NA,0,41,1,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,5,1,5,9,6,0,5,511,1,2,5,1,5,2,22,3,1,1,NA,NA,4,1,4,NA
2060,41001,1,1,3,5,1,1,1,NA,0,41,1,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,5,1,5,9,6,0,5,511,1,2,5,1,5,2,46,2,2,2,NA,NA,2,1,2,NA
2090,41001,1,1,2,4,1,1,1,NA,0,41,2,1,12,1,30,1,1,4,1,1,4,4,4,4,4,4,3,4,4,3,4,4,3,4,2,NA,1,1,1,1,3,1,3,9,6,0,7,704,1,2,3,1,3,2,45,2,2,2,NA,NA,2,1,2,NA
2090,41001,1,1,2,4,1,1,1,NA,0,41,2,1,12,1,30,1,1,4,1,1,4,4,4,4,4,4,3,4,4,3,4,4,3,4,2,NA,1,1,1,1,3,1,3,9,6,0,7,704,1,2,3,1,3,1,8,3,1,1,NA,NA,4,1,4,NA
2090,41001,1,1,2,4,1,1,1,NA,0,41,2,1,12,1,30,1,1,4,1,1,4,4,4,4,4,4,3,4,4,3,4,4,3,4,2,NA,1,1,1,1,3,1,3,9,6,0,7,704,1,2,3,1,3,1,46,1,2,2,NA,NA,1,1,1,NA
2090,41001,1,1,2,4,1,1,1,NA,0,41,2,1,12,1,30,1,1,4,1,1,4,4,4,4,4,4,3,4,4,3,4,4,3,4,2,NA,1,1,1,1,3,1,3,9,6,0,7,704,1,2,3,1,3,2,22,3,1,1,1,1,3,1,3,1
2194,41001,1,1,2,7,1,1,1,NA,0,41,1,1,6,1,48,1,1,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,3,1,3,9,6,0,6,602,1,2,3,1,3,2,42,1,2,2,NA,NA,1,1,1,NA
2194,41001,1,1,2,7,1,1,1,NA,0,41,1,1,6,1,48,1,1,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,3,1,3,9,6,0,6,602,1,2,3,1,3,1,1,3,2,1,NA,NA,5,1,5,NA
2194,41001,1,1,2,7,1,1,1,NA,0,41,1,1,6,1,48,1,1,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,3,1,3,9,6,0,6,602,1,2,3,1,3,2,24,3,2,1,1,1,3,1,3,1
2194,41001,1,1,2,7,1,1,1,NA,0,41,1,1,6,1,48,1,1,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,3,1,3,9,6,0,6,602,1,2,3,1,3,2,22,3,2,1,NA,NA,6,1,6,NA
2194,41001,1,1,2,7,1,1,1,NA,0,41,1,1,6,1,48,1,1,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,3,1,3,9,6,0,6,602,1,2,3,1,3,2,5,3,2,1,NA,NA,4,1,4,NA
2194,41001,1,1,2,7,1,1,1,NA,0,41,1,1,6,1,48,1,1,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,3,1,3,9,6,0,6,602,1,2,3,1,3,1,41,2,2,2,NA,NA,2,1,2,NA
2194,41001,1,1,2,7,1,1,1,NA,0,41,1,1,6,1,48,1,1,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,NA,2,NA,3,1,3,9,6,0,6,602,1,2,3,1,3,1,19,7,2,2,NA,NA,7,1,7,NA
2253,41001,1,1,2,2,1,1,1,NA,0,41,1,1,12,1,30,1,2,4,2,2,4,4,4,3,4,3,2,4,4,3,4,3,2,4,2,NA,1,2,2,NA,1,1,1,5,3,5,8,802,1,1,1,1,1,1,64,1,2,2,1,1,1,1,1,1
2253,41001,1,1,2,2,1,1,1,NA,0,41,1,1,12,1,30,1,2,4,2,2,4,4,4,3,4,3,2,4,4,3,4,3,2,4,2,NA,1,2,2,NA,1,1,1,5,3,5,8,802,1,1,1,1,1,2,50,2,2,3,NA,NA,2,1,2,NA
2254,41001,1,1,1,5,1,1,1,NA,0,41,2,3,NA,NA,NA,1,1,4,2,2,4,3,5,3,4,4,3,4,4,4,4,4,3,4,1,2,1,1,1,1,4,1,4,9,6,0,7,701,1,2,4,1,4,2,19,5,2,1,1,1,4,1,4,1
2254,41001,1,1,1,5,1,1,1,NA,0,41,2,3,NA,NA,NA,1,1,4,2,2,4,3,5,3,4,4,3,4,4,4,4,4,3,4,1,2,1,1,1,1,4,1,4,9,6,0,7,701,1,2,4,1,4,2,38,3,2,1,NA,NA,3,1,3,NA
2254,41001,1,1,1,5,1,1,1,NA,0,41,2,3,NA,NA,NA,1,1,4,2,2,4,3,5,3,4,4,3,4,4,4,4,4,3,4,1,2,1,1,1,1,4,1,4,9,6,0,7,701,1,2,4,1,4,2,69,1,2,2,NA,NA,1,1,1,NA
2254,41001,1,1,1,5,1,1,1,NA,0,41,2,3,NA,NA,NA,1,1,4,2,2,4,3,5,3,4,4,3,4,4,4,4,4,3,4,1,2,1,1,1,1,4,1,4,9,6,0,7,701,1,2,4,1,4,2,39,3,2,1,NA,NA,2,1,2,NA
2254,41001,1,1,1,5,1,1,1,NA,0,41,2,3,NA,NA,NA,1,1,4,2,2,4,3,5,3,4,4,3,4,4,4,4,4,3,4,1,2,1,1,1,1,4,1,4,9,6,0,7,701,1,2,4,1,4,1,7,5,2,1,NA,NA,5,1,5,NA
2261,41001,1,1,2,2,1,1,1,NA,0,41,1,2,NA,NA,NA,1,1,4,1,2,4,4,4,3,4,3,3,4,3,3,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,6,1,5,511,1,1,2,1,2,1,69,1,3,3,NA,NA,1,1,1,NA
2261,41001,1,1,2,2,1,1,1,NA,0,41,1,2,NA,NA,NA,1,1,4,1,2,4,4,4,3,4,3,3,4,3,3,4,4,4,4,1,1,1,1,2,NA,2,1,2,9,6,1,5,511,1,1,2,1,2,1,37,3,1,3,1,1,2,1,2,1
2472,41001,1,1,2,2,1,1,1,NA,0,41,1,1,6,1,55,1,1,5,2,2,2,4,4,4,4,3,3,4,4,4,4,4,4,4,1,2,1,1,1,1,2,1,2,9,6,0,7,705,1,2,2,1,2,2,25,3,2,1,1,1,2,1,2,1
